state,species_code,n_local
Minnesota,rocpig,91382
Minnesota,truswa,88468
Minnesota,grbher3,87115
Minnesota,houwre,86545
Minnesota,pilwoo,85447
Minnesota,rethaw,84284
Minnesota,cedwax,83800
Minnesota,killde,80966
Minnesota,yelwar,80373
Minnesota,rebnut,79104
Minnesota,turvul,77996
Minnesota,amered,76762
Minnesota,balori,74790
Minnesota,reevir1,72877
Minnesota,rthhum,63309
Minnesota,comrav,60300
Minnesota,hoomer,57810
Minnesota,robgro,57692
Minnesota,buwtea,57078
Minnesota,wiltur,55424
Minnesota,easkin,52868
Minnesota,eawpew,52587
Minnesota,swaspa,51643
Minnesota,grcfly,50573
Minnesota,easpho,50140
Minnesota,easblu,49434
Minnesota,naswar,46443
Minnesota,greegr,45051
Minnesota,comloo,44596
Minnesota,belkin1,43452
Minnesota,rinduc,42910
Minnesota,pibgre,42539
Minnesota,rinphe1,42313
Minnesota,bawwar,40336
Minnesota,amtspa,40030
Minnesota,y00475,38386
Minnesota,indbun,38188
Minnesota,warvir,37689
Minnesota,grnher,37270
Minnesota,buffle,37219
Minnesota,leafly,36623
Minnesota,ovenbi1,36589
Minnesota,comgol,35664
Minnesota,palwar,34804
Minnesota,amwpel,34343
Minnesota,norsho,34102
Minnesota,chswar,33955
Minnesota,yebsap,33760
Minnesota,commer,33183
Minnesota,pinsis,31458
Minnesota,comred,31433
Minnesota,chiswi,30206
Minnesota,purfin,30083
Minnesota,lessca,29749
Minnesota,amekes,29317
Minnesota,osprey,29195
Minnesota,tenwar,29144
Minnesota,fiespa,29072
Minnesota,hergul,28982
Minnesota,clcspa,28154
Minnesota,brncre,27602
Minnesota,brnthr,27039
Minnesota,norhar1,26124
Minnesota,yetvir,25853
Minnesota,gadwal,24897
Minnesota,horlar,24757
Minnesota,veery,23864
Minnesota,coohaw,23619
Minnesota,savspa,23570
Minnesota,brwhaw,23393
Minnesota,gockin,23228
Minnesota,cliswa,23134
Minnesota,magwar,23021
Minnesota,swathr,21860
Minnesota,gnwtea,21594
Minnesota,foxspa,21482
Minnesota,sposan,20929
Minnesota,lesyel,20286
Minnesota,redhea,19817
Minnesota,sedwre,19064
Minnesota,herthr,18840
Minnesota,buggna,18292
Minnesota,eastow,17559
Minnesota,pingro,17550
Minnesota,merlin,17535
Minnesota,rufgro,17045
Minnesota,marwre,17019
Minnesota,norwat,16487
Minnesota,orcwar,16260
Minnesota,linspa,16195
Minnesota,shshaw,16138
Minnesota,rudduc,15792
Minnesota,brdowl,15479
Minnesota,easmea,15440
Minnesota,scatan,15309
Minnesota,nrwswa,15139
Minnesota,purmar,15034
Minnesota,wilsni1,14931
Minnesota,norshr4,14783
Minnesota,yehbla,14704
Minnesota,gryjay,14675
Minnesota,sora,14295
Minnesota,bkbwar,14292
Minnesota,eucdov,14093
Minnesota,greyel,14042
Minnesota,boboli,13979
Minnesota,rolhaw,13831
Minnesota,amewig,13549
Minnesota,canvas,13039
Minnesota,dickci,12916
Minnesota,buhvir,12847
Minnesota,rebmer,12746
Minnesota,grhowl,12654
Minnesota,whcspa,12596
Minnesota,wlswar,12364
Minnesota,btnwar,12220
Minnesota,leasan,12198
Minnesota,gowwar,12084
Minnesota,comnig,11907
Minnesota,bkbmag1,10656
Minnesota,wesmea,10631
Minnesota,fragul,10556
Minnesota,snobun,10252
Minnesota,norpar,10201
Minnesota,canwar,10168
Minnesota,aldfly,10051
Minnesota,vesspa,10036
Minnesota,norpin,9830
Minnesota,pecsan,9777
Minnesota,bkpwar,9602
Minnesota,woothr,9410
Minnesota,orcori,9398
Minnesota,solsan,9343
Minnesota,banswa,9280
Minnesota,horgre,9250
Minnesota,rusbla,9213
Minnesota,blkter,8758
Minnesota,mouwar,8530
Minnesota,rehwoo,8518
Minnesota,winwre3,8508
Minnesota,perfal,8245
Minnesota,tunswa,7879
Minnesota,bongul,7845
Minnesota,harspa,7537
Minnesota,reshaw,7275
Minnesota,pinwar,7123
Minnesota,graspa,7022
Minnesota,whwcro,6868
Minnesota,ambduc,6373
Minnesota,wilfly,6329
Minnesota,buwwar,6309
Minnesota,semsan,6178
Minnesota,phivir,6131
Minnesota,gresca,6024
Minnesota,babwar,6015
Minnesota,caster1,5921
Minnesota,brebla,5619
Minnesota,rengre,5502
Minnesota,olsfly,5497
Minnesota,laplon,5477
Minnesota,gwfgoo,5469
Minnesota,camwar,5453
Minnesota,amepip,5302
Minnesota,borchi2,5266
Minnesota,yebfly,5232
Minnesota,forter,5177
Minnesota,virrai,5030
Minnesota,tuftit,4859
Minnesota,semplo,4659
Minnesota,cacgoo1,4282
Minnesota,amewoo,4233
Minnesota,bohwax,4170
Minnesota,larspa,3858
Minnesota,wilpha,3791
Minnesota,bkbwoo,3730
Minnesota,bkbcuc,3705
Minnesota,snogoo,3662
Minnesota,redcro,3637
Minnesota,snoowl1,3387
Minnesota,dunlin,3371
Minnesota,gycthr,3356
Minnesota,norgos1,3321
Minnesota,baisan,3248
Minnesota,shtgro,3154
Minnesota,amebit,2976
Minnesota,comter,2976
Minnesota,stisan,2713
Minnesota,yebcuc,2586
Minnesota,bcnher,2539
Minnesota,goleag,2307
Minnesota,sander,2269
Minnesota,lecspa,2248
Minnesota,margod,2146
Minnesota,shbdow,2131
Minnesota,henspa,2122
Minnesota,amgplo,2031
Minnesota,hoared,1908
Minnesota,bkbplo,1907
Minnesota,lotduc,1861
Minnesota,y00478,1809
Minnesota,eargre,1774
Minnesota,glagul,1755
Minnesota,ameavo,1734
Minnesota,whwsco2,1727
Minnesota,lobdow,1704
Minnesota,renpha,1704
Minnesota,prowar,1668
Minnesota,easowl1,1562
Minnesota,mutswa,1510
Minnesota,whrsan,1509
Minnesota,rosgoo,1498
Minnesota,blugrb1,1488
Minnesota,conwar,1433
Minnesota,wesgre,1359
Minnesota,willet1,1334
Minnesota,weskin,1328
Minnesota,towsol,1326
Minnesota,acafly,1265
Minnesota,carwre,1258
Minnesota,sursco,1256
Minnesota,uplsan,1226
Minnesota,hudgod,1214
Minnesota,grpchi,1205
Minnesota,easwpw1,1189
Minnesota,rudtur,1183
Minnesota,nswowl,1176
Minnesota,btbwar,1122
Minnesota,leabit,1120
Minnesota,swahaw,1072
Minnesota,sprgro,1054
Minnesota,whfibi,1046
Minnesota,grypar,984
Minnesota,belvir,964
Minnesota,retloo,953
Minnesota,blksco2,927
Minnesota,sheowl,902
Minnesota,hoowar,894
Minnesota,bubsan,835
Minnesota,commoo3,820
Minnesota,cerwar,814
Minnesota,attwoo1,810
Minnesota,varthr,705
Minnesota,harduc,701
Minnesota,lbbgul,634
Minnesota,logshr,580
Minnesota,louwat,550
Minnesota,moublu,528
Minnesota,sumtan,481
Minnesota,yetwar,481
Minnesota,pacloo,476
Minnesota,nstspa,434
Minnesota,spotow,425
Minnesota,snoegr,397
Minnesota,yelrai,395
Minnesota,borowl,382
Minnesota,ycnher,379
Minnesota,eutspa,374
Minnesota,swawar,362
Minnesota,whimbr,356
Minnesota,limpki,350
Minnesota,rosgul,343
Minnesota,kineid,332
Minnesota,normoc,311
Minnesota,bknsti,306
Minnesota,categr1,301
Minnesota,gbbgul,300
Minnesota,clagre,299
Minnesota,sabgul,269
Minnesota,saypho,259
Minnesota,redkno,239
Minnesota,yebcha,239
Minnesota,sctfly,232
Minnesota,eurwig,232
Minnesota,parjae,223
Minnesota,pipplo,221
Minnesota,prawar,196
Minnesota,annhum,195
Minnesota,whwdov,173
Minnesota,kenwar,171
Minnesota,smilon,165
Minnesota,musduc,164
Minnesota,grtgra,157
Minnesota,miskit,155
Minnesota,phaino,149
Minnesota,cintea,149
Minnesota,westan,137
Minnesota,sagthr,132
Minnesota,ivogul,131
Minnesota,abetow,127
Minnesota,ruff,124
Minnesota,tufduc,116
Minnesota,rufhum,113
Minnesota,whevir,110
Minnesota,bargol,107
Minnesota,bbwduc,107
Minnesota,ancmur,96
Minnesota,acowoo,94
Minnesota,bulori,94
Minnesota,woewar1,93
Minnesota,yebloo,91
Minnesota,paired,86
Minnesota,paibun,85
Minnesota,lewwoo,80
Minnesota,lotjae,78
Minnesota,bklkit,67
Minnesota,btywar,66
Minnesota,libher,64
Minnesota,larbun,62
Minnesota,norbob,61
Minnesota,lazbun,60
Minnesota,brnboo,58
Minnesota,calgul,58
Minnesota,laugul,58
Minnesota,brnowl,57
Minnesota,bktspa,50
Minnesota,brambl,49
Minnesota,leater1,49
Minnesota,gloibi,38
Minnesota,triher,38
Minnesota,chukar,34
Minnesota,redpha1,32
Minnesota,swtkit,31
Minnesota,prafal,30
Minnesota,whocra,29
Minnesota,blkvul,24
Minnesota,fotfly,23
Minnesota,helgui,22
Minnesota,grgowl,21
Minnesota,towwar,20
Minnesota,nohowl,19
Minnesota,whoswa,19
Minnesota,royter1,18
Minnesota,pomjae,17
Minnesota,afcdov1,16
Minnesota,gcrfin,15
Minnesota,litgul,15
Minnesota,chclon,10
Minnesota,budger,9
Minnesota,wessan,7
Minnesota,compea,6
Minnesota,loeowl,5
Minnesota,lesgol,5
Minnesota,kirwar,5
Minnesota,norwhe,4
Minnesota,rocwre,4
Minnesota,casspa,4
Minnesota,rewbul,3
Minnesota,burowl,3
Minnesota,cubthr,3
Minnesota,magfri,2
Minnesota,bkhgro,2
Minnesota,swagoo1,2
Minnesota,gragoo,2
Minnesota,egygoo,2
Minnesota,manduc,2
Minnesota,arcter,2
Minnesota,redjun,2
Minnesota,plsvir,2
Minnesota,monpar,1
Minnesota,cockat,1
Minnesota,ferhaw,1
Minnesota,slbgul,1
Minnesota,woosto,1
Minnesota,emu1,1
Minnesota,batpig1,1
Minnesota,bahgoo,1
Minnesota,brbhum,1
Minnesota,scaibi,1
Minnesota,brant,1
Minnesota,eueowl1,1
Minnesota,herwar,1
Minnesota,chwwid,1
Missouri,norcar,267719
Missouri,blujay,200697
Missouri,moudov,180308
Missouri,rebwoo,177129
Missouri,amerob,172853
Missouri,tuftit,171574
Missouri,dowwoo,164782
Missouri,amecro,152796
Missouri,amegfi,147359
Missouri,eursta,131115
Missouri,carwre,130892
Missouri,turvul,118499
Missouri,houfin,112598
Missouri,whbnut,111792
Missouri,cangoo,109016
Missouri,rewbla,104431
Missouri,houspa,102391
Missouri,whtspa,100115
Missouri,carchi,94732
Missouri,easblu,93084
Missouri,daejun,92136
Missouri,norfli,86256
Missouri,rethaw,78543
Missouri,bkcchi,77724
Missouri,bnhcow,76133
Missouri,comgra,75276
Missouri,grbher3,74695
Missouri,indbun,71650
Missouri,sonspa,68072
Missouri,mallar3,64452
Missouri,killde,61020
Missouri,rthhum,59101
Missouri,easpho,58576
Missouri,barswa,53202
Missouri,eawpew,51964
Missouri,baleag,51101
Missouri,reshaw,49130
Missouri,pilwoo,48868
Missouri,buggna,46749
Missouri,chispa,44032
Missouri,rehwoo,43936
Missouri,normoc,43623
Missouri,yerwar,42750
Missouri,comyel,37267
Missouri,easmea,36821
Missouri,brnthr,36701
Missouri,reevir1,36569
Missouri,norpar,35811
Missouri,grcfly,35269
Missouri,fiespa,34846
Missouri,grycat,34567
Missouri,easkin,33932
Missouri,chiswi,33086
Missouri,sumtan,31809
Missouri,eutspa,31789
Missouri,eastow,31741
Missouri,houwre,29935
Missouri,whcspa,29696
Missouri,greegr,29266
Missouri,amekes,29037
Missouri,ribgul,28843
Missouri,cedwax,27656
Missouri,wooduc,27180
Missouri,treswa,27061
Missouri,belkin1,26991
Missouri,whevir,26015
Missouri,yebcuc,25188
Missouri,buwtea,24620
Missouri,fiscro,24222
Missouri,balori,24049
Missouri,pibgre,23520
Missouri,warvir,22673
Missouri,norsho,22488
Missouri,dickci,22304
Missouri,gadwal,22011
Missouri,rocpig,21813
Missouri,nrwswa,20926
Missouri,brdowl,20889
Missouri,y00475,20388
Missouri,swaspa,20371
Missouri,amwpel,18460
Missouri,norhar1,18182
Missouri,purmar,17581
Missouri,robgro,17500
Missouri,amered,16924
Missouri,coohaw,16546
Missouri,swathr,16538
Missouri,orcori,16398
Missouri,yetvir,15543
Missouri,wiltur,15410
Missouri,gnwtea,15187
Missouri,yebcha,15126
Missouri,tenwar,14961
Missouri,horlar,14726
Missouri,snogoo,14715
Missouri,naswar,14586
Missouri,savspa,14355
Missouri,woothr,14343
Missouri,cliswa,14181
Missouri,amtspa,13724
Missouri,yelwar,13613
Missouri,louwat,13320
Missouri,purfin,13267
Missouri,grnher,13251
Missouri,hoomer,13019
Missouri,bawwar,12998
Missouri,acafly,12960
Missouri,lessca,12250
Missouri,yebsap,12012
Missouri,rinduc,11823
Missouri,gockin,11771
Missouri,kenwar,11672
Missouri,lesyel,11650
Missouri,yetwar,11613
Missouri,rebnut,11486
Missouri,foxspa,11332
Missouri,gwfgoo,11222
Missouri,brncre,11101
Missouri,norbob,11039
Missouri,blugrb1,10850
Missouri,miskit,10281
Missouri,rudduc,10270
Missouri,sposan,10182
Missouri,pecsan,10058
Missouri,buffle,9911
Missouri,greyel,9870
Missouri,eucdov,9695
Missouri,comgol,9299
Missouri,norpin,8983
Missouri,prowar,8949
Missouri,leasan,8692
Missouri,blkvul,8512
Missouri,ovenbi1,8453
Missouri,grhowl,8246
Missouri,magwar,8223
Missouri,truswa,8205
Missouri,leafly,7655
Missouri,linspa,7531
Missouri,chswar,7430
Missouri,sctfly,7236
Missouri,comnig,7213
Missouri,pinsis,7163
Missouri,solsan,6977
Missouri,palwar,6951
Missouri,scatan,6724
Missouri,buwwar,6560
Missouri,belvir,6505
Missouri,wilsni1,6305
Missouri,btnwar,6007
Missouri,brwhaw,5926
Missouri,libher,5530
Missouri,rusbla,5473
Missouri,hergul,5349
Missouri,osprey,5299
Missouri,shshaw,5268
Missouri,herthr,5111
Missouri,amewig,5023
Missouri,bongul,4958
Missouri,pinwar,4909
Missouri,harspa,4900
Missouri,orcwar,4870
Missouri,canvas,4713
Missouri,banswa,4685
Missouri,commer,4610
Missouri,redhea,4590
Missouri,norwat,4553
Missouri,comloo,4258
Missouri,winwre3,4210
Missouri,semsan,4157
Missouri,horgre,4022
Missouri,buhvir,3974
Missouri,sora,3852
Missouri,larspa,3800
Missouri,wlswar,3635
Missouri,rosgoo,3559
Missouri,bkpwar,3455
Missouri,prawar,3435
Missouri,logshr,3329
Missouri,snoegr,3250
Missouri,sedwre,3195
Missouri,rebmer,3120
Missouri,gowwar,3117
Missouri,weskin,3096
Missouri,phivir,3054
Missouri,marwre,2883
Missouri,semplo,2858
Missouri,forter,2849
Missouri,fragul,2815
Missouri,perfal,2745
Missouri,lobdow,2730
Missouri,bkbwar,2718
Missouri,easwpw1,2670
Missouri,woewar1,2644
Missouri,babwar,2471
Missouri,gycthr,2419
Missouri,graspa,2413
Missouri,boboli,2348
Missouri,bknsti,2345
Missouri,henspa,2337
Missouri,wesmea,2314
Missouri,dunlin,2215
Missouri,merlin,2209
Missouri,amewoo,2208
Missouri,amgplo,2204
Missouri,amepip,2149
Missouri,grtgra,2132
Missouri,bcnher,2112
Missouri,cerwar,2088
Missouri,mutswa,2039
Missouri,stisan,2010
Missouri,baisan,1991
Missouri,wilpha,1889
Missouri,hoowar,1873
Missouri,ameavo,1858
Missouri,cacgoo1,1756
Missouri,caster1,1750
Missouri,rolhaw,1718
Missouri,categr1,1708
Missouri,aldfly,1680
Missouri,canwar,1658
Missouri,wilfly,1656
Missouri,laplon,1570
Missouri,sheowl,1563
Missouri,chwwid,1538
Missouri,olsfly,1530
Missouri,whrsan,1478
Missouri,tunswa,1458
Missouri,blkter,1427
Missouri,easowl1,1422
Missouri,gresca,1388
Missouri,veery,1387
Missouri,ycnher,1375
Missouri,brebla,1373
Missouri,leater1,1334
Missouri,whfibi,1311
Missouri,yebfly,1231
Missouri,whwdov,1194
Missouri,mouwar,1117
Missouri,vesspa,1115
Missouri,clcspa,1060
Missouri,shbdow,967
Missouri,lecspa,924
Missouri,swahaw,899
Missouri,yehbla,866
Missouri,bbwduc,837
Missouri,hudgod,829
Missouri,willet1,820
Missouri,bewwre,809
Missouri,uplsan,793
Missouri,limpki,770
Missouri,lbbgul,767
Missouri,paibun,748
Missouri,amebit,737
Missouri,ambduc,681
Missouri,spotow,639
Missouri,rinphe1,639
Missouri,bkbplo,616
Missouri,virrai,612
Missouri,bkbcuc,604
Missouri,swawar,603
Missouri,eargre,581
Missouri,musduc,568
Missouri,bubsan,551
Missouri,camwar,516
Missouri,commoo3,495
Missouri,lotduc,484
Missouri,wesgre,450
Missouri,sander,438
Missouri,norshr4,413
Missouri,sursco,395
Missouri,margod,364
Missouri,swagoo1,357
Missouri,leabit,349
Missouri,redcro,347
Missouri,cintea,331
Missouri,wessan,330
Missouri,retloo,309
Missouri,rudtur,259
Missouri,snoowl1,256
Missouri,smilon,240
Missouri,blksco2,240
Missouri,brnowl,238
Missouri,conwar,234
Missouri,nstspa,230
Missouri,comred,206
Missouri,varthr,204
Missouri,motduc,186
Missouri,prafal,182
Missouri,ferhaw,173
Missouri,bnhnut,172
Missouri,greroa,170
Missouri,y00478,169
Missouri,whiibi,168
Missouri,glagul,164
Missouri,renpha,164
Missouri,swtkit,163
Missouri,gloibi,154
Missouri,verfly,154
Missouri,pacloo,153
Missouri,saypho,153
Missouri,grpchi,151
Missouri,sabgul,150
Missouri,whwsco2,142
Missouri,rengre,134
Missouri,whwcro,129
Missouri,pipplo,125
Missouri,btbwar,125
Missouri,rosspo1,123
Missouri,sprpip,115
Missouri,goleag,114
Missouri,laugul,114
Missouri,brnboo,111
Missouri,comter,110
Missouri,lewwoo,105
Missouri,bkchum,96
Missouri,anhing,94
Missouri,yebloo,92
Missouri,whimbr,90
Missouri,gargan,87
Missouri,kinrai4,83
Missouri,gbbgul,80
Missouri,pomjae,74
Missouri,towsol,67
Missouri,nswowl,67
Missouri,purgal2,65
Missouri,lotjae,64
Missouri,lobcur,64
Missouri,ruff,63
Missouri,annhum,61
Missouri,bargol,54
Missouri,westan,50
Missouri,gragoo,50
Missouri,moublu,45
Missouri,woosto,42
Missouri,calgul,40
Missouri,burowl,40
Missouri,rufhum,35
Missouri,sagthr,34
Missouri,chclon,33
Missouri,manduc,33
Missouri,snobun,29
Missouri,redkno,28
Missouri,chukar,27
Missouri,grefla2,25
Missouri,redpha1,22
Missouri,yelrai,21
Missouri,lazbun,17
Missouri,helgui,11
Missouri,triher,11
Missouri,larbun,11
Missouri,fuwduc,10
Missouri,rocwre,10
Missouri,whocra,8
Missouri,bulori,8
Missouri,magfri,5
Missouri,egygoo,5
Missouri,mewgul2,5
Missouri,cogdov,4
Missouri,norgos1,3
Missouri,bklkit,3
Missouri,blkswa,3
Missouri,whoswa,3
Missouri,cursan,2
Missouri,paired,2
Missouri,incdov,2
Missouri,rufgro,1
Missouri,budger,1
Missouri,parjae,1
Missouri,bkhgro,1
Missouri,gnttow,1
Missouri,loeowl,1
Missouri,brbhum,1
Missouri,caskin,1
Missouri,lesgol,1
Missouri,sooter1,1
Missouri,redjun,1
Missouri,compea,1
Nebraska,amerob,90973
Nebraska,moudov,67363
Nebraska,norcar,64761
Nebraska,blujay,63489
Nebraska,rewbla,60667
Nebraska,eursta,54902
Nebraska,cangoo,52803
Nebraska,amegfi,50864
Nebraska,houspa,49789
Nebraska,comgra,46324
Nebraska,dowwoo,43509
Nebraska,houfin,39870
Nebraska,norfli,38476
Nebraska,mallar3,37564
Nebraska,rethaw,33683
Nebraska,eucdov,33672
Nebraska,whbnut,33329
Nebraska,daejun,33288
Nebraska,bkcchi,33157
Nebraska,killde,33015
Nebraska,rebwoo,32738
Nebraska,barswa,31022
Nebraska,houwre,29768
Nebraska,bnhcow,29423
Nebraska,turvul,28037
Nebraska,amecro,27177
Nebraska,wesmea,26477
Nebraska,easkin,23116
Nebraska,grbher3,21126
Nebraska,balori,20996
Nebraska,buwtea,20346
Nebraska,grycat,19937
Nebraska,baleag,19537
Nebraska,sonspa,19510
Nebraska,yelwar,19217
Nebraska,rehwoo,18506
Nebraska,chispa,18392
Nebraska,norsho,16878
Nebraska,ribgul,16555
Nebraska,comyel,15598
Nebraska,brnthr,15460
Nebraska,wooduc,14532
Nebraska,dickci,13939
Nebraska,amtspa,13553
Nebraska,y00475,13459
Nebraska,warvir,13374
Nebraska,rocpig,13256
Nebraska,orcori,12519
Nebraska,rinphe1,11964
Nebraska,wiltur,11882
Nebraska,gadwal,11710
Nebraska,gnwtea,11675
Nebraska,weskin,11648
Nebraska,treswa,11525
Nebraska,belkin1,11409
Nebraska,cedwax,11382
Nebraska,cliswa,11228
Nebraska,yerwar,11174
Nebraska,harspa,11043
Nebraska,amekes,11018
Nebraska,pibgre,10435
Nebraska,easmea,10075
Nebraska,chiswi,9978
Nebraska,rebnut,9665
Nebraska,reevir1,9387
Nebraska,lessca,9297
Nebraska,easblu,9152
Nebraska,amwpel,8989
Nebraska,snogoo,8982
Nebraska,fiespa,8844
Nebraska,horlar,8745
Nebraska,larspa,8716
Nebraska,rinduc,8336
Nebraska,whtspa,8211
Nebraska,robgro,8208
Nebraska,amewig,7821
Nebraska,buffle,7727
Nebraska,grcfly,7504
Nebraska,indbun,7289
Nebraska,fragul,7005
Nebraska,redhea,6884
Nebraska,easpho,6862
Nebraska,rudduc,6859
Nebraska,nrwswa,6796
Nebraska,norhar1,6747
Nebraska,eawpew,6704
Nebraska,linspa,6560
Nebraska,norpin,6400
Nebraska,spotow,6388
Nebraska,coohaw,6341
Nebraska,whcspa,6318
Nebraska,sposan,6295
Nebraska,lesyel,6187
Nebraska,cacgoo1,6096
Nebraska,norbob,6035
Nebraska,orcwar,5914
Nebraska,amered,5742
Nebraska,yehbla,5481
Nebraska,carwre,5472
Nebraska,rthhum,5420
Nebraska,purmar,5383
Nebraska,pinsis,5355
Nebraska,eastow,5302
Nebraska,leafly,5248
Nebraska,comgol,5192
Nebraska,swathr,5182
Nebraska,graspa,5090
Nebraska,comnig,5076
Nebraska,greyel,4982
Nebraska,commer,4977
Nebraska,grhowl,4675
Nebraska,clcspa,4531
Nebraska,hoomer,4281
Nebraska,belvir,4165
Nebraska,leasan,4112
Nebraska,uplsan,3809
Nebraska,wilpha,3804
Nebraska,gwfgoo,3782
Nebraska,canvas,3648
Nebraska,savspa,3645
Nebraska,pecsan,3622
Nebraska,buggna,3548
Nebraska,tuftit,3544
Nebraska,naswar,3502
Nebraska,grtgra,3431
Nebraska,baisan,3352
Nebraska,swahaw,3335
Nebraska,rolhaw,3227
Nebraska,blugrb1,3216
Nebraska,osprey,3080
Nebraska,semsan,3025
Nebraska,brdowl,3016
Nebraska,wilsni1,2981
Nebraska,banswa,2914
Nebraska,vesspa,2914
Nebraska,hergul,2866
Nebraska,yebcuc,2866
Nebraska,boboli,2750
Nebraska,tenwar,2735
Nebraska,blkter,2695
Nebraska,ameavo,2678
Nebraska,marwre,2580
Nebraska,grnher,2550
Nebraska,greegr,2483
Nebraska,whfibi,2468
Nebraska,forter,2402
Nebraska,wesgre,2362
Nebraska,eargre,2334
Nebraska,shshaw,2284
Nebraska,yetvir,2282
Nebraska,wewpew,2265
Nebraska,solsan,2238
Nebraska,lobdow,2222
Nebraska,truswa,2198
Nebraska,brncre,2181
Nebraska,wlswar,2175
Nebraska,swaspa,2108
Nebraska,sedwre,2105
Nebraska,wilfly,2032
Nebraska,rosgoo,2015
Nebraska,bawwar,2003
Nebraska,towsol,1971
Nebraska,redcro,1967
Nebraska,foxspa,1932
Nebraska,larbun,1862
Nebraska,woothr,1851
Nebraska,yebcha,1812
Nebraska,stisan,1750
Nebraska,logshr,1732
Nebraska,whrsan,1707
Nebraska,sora,1693
Nebraska,semplo,1646
Nebraska,grpchi,1607
Nebraska,bkpwar,1563
Nebraska,merlin,1562
Nebraska,willet1,1521
Nebraska,gockin,1513
Nebraska,rebmer,1506
Nebraska,sumtan,1496
Nebraska,bkbmag1,1479
Nebraska,bongul,1468
Nebraska,saypho,1372
Nebraska,norshr4,1365
Nebraska,pilwoo,1323
Nebraska,horgre,1283
Nebraska,buhvir,1276
Nebraska,ovenbi1,1272
Nebraska,hudgod,1214
Nebraska,pygnut,1170
Nebraska,brebla,1168
Nebraska,comloo,1130
Nebraska,laplon,1122
Nebraska,amepip,1109
Nebraska,easowl1,1095
Nebraska,scatan,1072
Nebraska,bkhgro,1067
Nebraska,norpar,1058
Nebraska,moublu,1048
Nebraska,bulori,985
Nebraska,leater1,981
Nebraska,brwhaw,942
Nebraska,rocwre,921
Nebraska,gresca,915
Nebraska,norwat,895
Nebraska,magwar,834
Nebraska,perfal,821
Nebraska,burowl,792
Nebraska,shtgro,772
Nebraska,lazbun,771
Nebraska,ferhaw,759
Nebraska,lbbgul,750
Nebraska,virrai,743
Nebraska,normoc,734
Nebraska,prafal,730
Nebraska,purfin,722
Nebraska,lobcur,712
Nebraska,margod,710
Nebraska,bcnher,686
Nebraska,olsfly,678
Nebraska,palwar,656
Nebraska,dunlin,655
Nebraska,amebit,645
Nebraska,miskit,604
Nebraska,categr1,598
Nebraska,sander,596
Nebraska,pipplo,595
Nebraska,goleag,590
Nebraska,aldfly,588
Nebraska,chswar,582
Nebraska,bknsti,578
Nebraska,rusbla,563
Nebraska,vigswa,538
Nebraska,herthr,533
Nebraska,yebsap,529
Nebraska,cintea,513
Nebraska,lecspa,511
Nebraska,caskin,506
Nebraska,louwat,496
Nebraska,whwdov,487
Nebraska,lesgol,472
Nebraska,mouwar,469
Nebraska,snoegr,427
Nebraska,winwre3,424
Nebraska,westan,416
Nebraska,amgplo,393
Nebraska,caster1,386
Nebraska,lotduc,373
Nebraska,btnwar,361
Nebraska,renpha,359
Nebraska,bkbwar,356
Nebraska,snobun,349
Nebraska,easwpw1,348
Nebraska,whtswi,347
Nebraska,calgul,335
Nebraska,sheowl,331
Nebraska,kenwar,329
Nebraska,y00478,320
Nebraska,bkbplo,318
Nebraska,chclon,317
Nebraska,bubsan,309
Nebraska,amewoo,306
Nebraska,phivir,284
Nebraska,sursco,282
Nebraska,reshaw,280
Nebraska,gowwar,275
Nebraska,gycthr,263
Nebraska,sctfly,254
Nebraska,acafly,250
Nebraska,plsvir,250
Nebraska,compoo,249
Nebraska,canwar,241
Nebraska,brespa,235
Nebraska,yetwar,228
Nebraska,rudtur,226
Nebraska,mcclon,217
Nebraska,babwar,200
Nebraska,wesfly,197
Nebraska,brthum,193
Nebraska,limpki,186
Nebraska,clagre,178
Nebraska,whwsco2,173
Nebraska,rufhum,172
Nebraska,tunswa,167
Nebraska,shbdow,165
Nebraska,henspa,163
Nebraska,comred,158
Nebraska,brnowl,150
Nebraska,snoowl1,147
Nebraska,bbwduc,146
Nebraska,nswowl,146
Nebraska,comter,146
Nebraska,mouchi,143
Nebraska,blksco2,143
Nebraska,lewwoo,141
Nebraska,prowar,136
Nebraska,mutswa,133
Nebraska,leabit,130
Nebraska,macwar,129
Nebraska,glagul,126
Nebraska,casspa,124
Nebraska,whwcro,124
Nebraska,ycnher,122
Nebraska,rengre,121
Nebraska,chwwid,120
Nebraska,sabgul,119
Nebraska,wessan,117
Nebraska,sprpip,110
Nebraska,bargol,105
Nebraska,gragoo,104
Nebraska,calhum,104
Nebraska,commoo3,101
Nebraska,nstspa,101
Nebraska,yebfly,98
Nebraska,gloibi,94
Nebraska,towwar,93
Nebraska,musduc,92
Nebraska,casfin,91
Nebraska,casvir,88
Nebraska,sagthr,86
Nebraska,libher,81
Nebraska,comcra,80
Nebraska,comrav,79
Nebraska,veery,79
Nebraska,smilon,71
Nebraska,dusfly,70
Nebraska,pinjay,68
Nebraska,pinwar,61
Nebraska,gbbgul,56
Nebraska,bkchum,56
Nebraska,gcrfin,55
Nebraska,gnttow,54
Nebraska,annhum,53
Nebraska,whevir,53
Nebraska,bklkit,51
Nebraska,hamfly,51
Nebraska,whiibi,51
Nebraska,retloo,49
Nebraska,ambduc,49
Nebraska,grypar,43
