state,species_code,n_local
Alabama,norcar,160679
Alabama,carwre,125056
Alabama,normoc,118749
Alabama,moudov,117251
Alabama,blujay,114737
Alabama,rebwoo,98955
Alabama,carchi,98127
Alabama,tuftit,97841
Alabama,amecro,85081
Alabama,easblu,82162
Alabama,houfin,76363
Alabama,dowwoo,74182
Alabama,rewbla,60602
Alabama,grbher3,60150
Alabama,eastow,60139
Alabama,amerob,58253
Alabama,easpho,57560
Alabama,brnthr,55050
Alabama,turvul,49738
Alabama,yerwar,47580
Alabama,pinwar,47092
Alabama,chispa,42416
Alabama,whevir,38853
Alabama,amegfi,38560
Alabama,greegr,38406
Alabama,killde,37094
Alabama,eursta,35891
Alabama,rthhum,35588
Alabama,cangoo,34580
Alabama,comgra,34560
Alabama,whtspa,34496
Alabama,buggna,33720
Alabama,whbnut,32781
Alabama,bnhnut,32113
Alabama,bnhcow,32086
Alabama,laugul,30523
Alabama,fiscro,28441
Alabama,indbun,28253
Alabama,brnpel,27864
Alabama,osprey,26203
Alabama,barswa,26107
Alabama,reshaw,26096
Alabama,grcfly,25712
Alabama,sumtan,25188
Alabama,rethaw,24765
Alabama,houspa,24300
Alabama,belkin1,23846
Alabama,reevir1,23537
Alabama,pilwoo,23387
Alabama,sonspa,22829
Alabama,norfli,22417
Alabama,grycat,21030
Alabama,cedwax,19785
Alabama,chiswi,19777
Alabama,blkvul,19391
Alabama,mallar3,19371
Alabama,comyel,17977
Alabama,rehwoo,17550
Alabama,norpar,16962
Alabama,easkin,16906
Alabama,pibgre,16114
Alabama,royter1,16034
Alabama,eawpew,16019
Alabama,easmea,15784
Alabama,ribgul,15384
Alabama,baleag,15246
Alabama,blugrb1,15112
Alabama,yebsap,14611
Alabama,hoowar,14476
Alabama,purmar,14401
Alabama,palwar,14204
Alabama,daejun,12921
Alabama,yetvir,12899
Alabama,snoegr,12766
Alabama,eucdov,12718
Alabama,nrwswa,12543
Alabama,amekes,12417
Alabama,woothr,12340
Alabama,swaspa,12141
Alabama,y00475,11519
Alabama,gockin,11307
Alabama,rocpig,11001
Alabama,yebcuc,11001
Alabama,grnher,10848
Alabama,wooduc,10774
Alabama,houwre,10198
Alabama,coohaw,10154
Alabama,willet1,9547
Alabama,orcori,9465
Alabama,bawwar,9427
Alabama,forter,9300
Alabama,sander,9229
Alabama,robgro,9154
Alabama,logshr,9083
Alabama,savspa,8884
Alabama,caster1,8809
Alabama,hergul,8801
Alabama,categr1,8748
Alabama,treswa,8743
Alabama,fiespa,8568
Alabama,amwpel,8449
Alabama,herthr,8378
Alabama,libher,8102
Alabama,amered,7822
Alabama,scatan,7702
Alabama,purfin,7635
Alabama,prowar,7580
Alabama,yebcha,7563
Alabama,whwdov,7373
Alabama,botgra,7299
Alabama,gadwal,7138
Alabama,orcwar,7129
Alabama,yetwar,7126
Alabama,buwtea,7102
Alabama,tenwar,7061
Alabama,prawar,7039
Alabama,cliswa,6957
Alabama,brdowl,6820
Alabama,acafly,6672
Alabama,comloo,6652
Alabama,pinsis,6407
Alabama,buffle,6322
Alabama,rinduc,6300
Alabama,leasan,5916
Alabama,buhvir,5909
Alabama,bbwduc,5892
Alabama,norhar1,5817
Alabama,greyel,5741
Alabama,miskit,5689
Alabama,norsho,5489
Alabama,cogdov,5450
Alabama,brwhaw,5316
Alabama,balori,5262
Alabama,kenwar,5123
Alabama,magwar,5053
Alabama,anhing,4986
Alabama,santer1,4955
Alabama,bkbplo,4880
Alabama,whiibi,4818
Alabama,btnwar,4749
Alabama,leater1,4542
Alabama,sposan,4381
Alabama,clarai11,4313
Alabama,hoomer,4273
Alabama,nutman,4236
Alabama,wiltur,4213
Alabama,lessca,4199
Alabama,lesyel,4048
Alabama,winwre3,4013
Alabama,semplo,3840
Alabama,yelwar,3821
Alabama,swathr,3817
Alabama,louwat,3775
Alabama,woewar1,3692
Alabama,rudtur,3566
Alabama,bongul,3545
Alabama,norbob,3494
Alabama,wilsni1,3459
Alabama,commoo3,3450
Alabama,dunlin,3397
Alabama,grhowl,3378
Alabama,chswar,3243
Alabama,blkski,3231
Alabama,gnwtea,3226
Alabama,rebnut,3054
Alabama,rudduc,3023
Alabama,paibun,2969
Alabama,rebmer,2952
Alabama,solsan,2939
Alabama,musduc,2902
Alabama,triher,2760
Alabama,shbdow,2715
Alabama,comnig,2650
Alabama,swawar,2579
Alabama,semsan,2578
Alabama,marwre,2539
Alabama,redegr,2454
Alabama,dickci,2445
Alabama,brncre,2445
Alabama,ovenbi1,2432
Alabama,pecsan,2421
Alabama,redhea,2293
Alabama,horgre,2267
Alabama,buwwar,2247
Alabama,amewig,2205
Alabama,amepip,2176
Alabama,ycnher,2119
Alabama,gubter2,2089
Alabama,norwat,2085
Alabama,babwar,2078
Alabama,shshaw,1975
Alabama,bcnher,1967
Alabama,snogoo,1912
Alabama,gwfgoo,1905
Alabama,bkbwar,1854
Alabama,swtkit,1825
Alabama,wessan,1773
Alabama,whcspa,1756
Alabama,veery,1747
Alabama,rusbla,1729
Alabama,pipplo,1702
Alabama,chwwid,1606
Alabama,gycthr,1604
Alabama,perfal,1576
Alabama,merlin,1530
Alabama,ameoys,1518
Alabama,comgol,1512
Alabama,rufhum,1469
Alabama,norpin,1452
Alabama,bkpwar,1449
Alabama,sora,1429
Alabama,whocra,1398
Alabama,woosto,1372
Alabama,motduc,1361
Alabama,blkter,1268
Alabama,phivir,1206
Alabama,easowl1,1143
Alabama,canvas,1130
Alabama,gresca,1130
Alabama,sedwre,1125
Alabama,comter,1118
Alabama,vesspa,1096
Alabama,norgan,1019
Alabama,cerwar,984
Alabama,bacspa,983
Alabama,boboli,947
Alabama,horlar,937
Alabama,purgal2,936
Alabama,graspa,900
Alabama,ameavo,868
Alabama,foxspa,865
Alabama,camwar,861
Alabama,banswa,832
Alabama,stisan,815
Alabama,bknsti,784
Alabama,leafly,766
Alabama,lobdow,724
Alabama,kinrai4,696
Alabama,larspa,694
Alabama,sctfly,679
Alabama,bulori,653
Alabama,gowwar,650
Alabama,canwar,638
Alabama,verfly,612
Alabama,seaspa,602
Alabama,rosgoo,602
Alabama,incdov,581
Alabama,whrsan,569
Alabama,gbbgul,560
Alabama,brebla,556
Alabama,leabit,548
Alabama,naswar,543
Alabama,virrai,535
Alabama,lbbgul,502
Alabama,rosspo1,494
Alabama,brocow,493
Alabama,magfri,490
Alabama,redkno,463
Alabama,gloibi,461
Alabama,amewoo,456
Alabama,mutswa,453
Alabama,limpki,437
Alabama,margod,404
Alabama,blksco2,402
Alabama,wlswar,379
Alabama,easwpw1,375
Alabama,ambduc,358
Alabama,whimbr,356
Alabama,amebit,347
Alabama,bkchum,326
Alabama,linspa,323
Alabama,weskin,308
Alabama,amgplo,301
Alabama,btbwar,289
Alabama,westan,265
Alabama,bkbcuc,244
Alabama,baisan,243
Alabama,nstspa,230
Alabama,gragoo,219
Alabama,yehbla,217
Alabama,bkwvir,207
Alabama,brnowl,207
Alabama,grykin,207
Alabama,bubsan,201
Alabama,uplsan,171
Alabama,warvir,160
Alabama,grefla2,160
Alabama,sursco,157
Alabama,wilpha,150
Alabama,glagul,133
Alabama,whwsco2,128
Alabama,helgui,123
Alabama,bubhum,121
Alabama,fragul,108
Alabama,shicow,106
Alabama,tunswa,102
Alabama,wilfly,101
Alabama,saypho,95
Alabama,laplon,92
Alabama,olsfly,86
Alabama,bklkit,77
Alabama,clcspa,77
Alabama,rengre,74
Alabama,pacloo,72
Alabama,allhum,68
Alabama,yebfly,67
Alabama,redcro,64
Alabama,henspa,62
Alabama,swahaw,58
Alabama,retloo,58
Alabama,grbani,57
Alabama,brnboo,56
Alabama,astfly,56
Alabama,eargre,55
Alabama,whiwag,54
Alabama,y00478,49
Alabama,fotfly,48
Alabama,belvir,46
Alabama,bkhgro,44
Alabama,lotduc,44
Alabama,renpha,44
Alabama,truswa,41
Alabama,calhum,41
Alabama,lecspa,40
Alabama,sooter1,38
Alabama,lesgol,37
Alabama,mouwar,37
Alabama,whcpig2,35
Alabama,redpha1,31
Alabama,sheowl,30
Alabama,rintea1,30
Alabama,whfibi,29
Alabama,cavswa,28
Alabama,eurwig,25
Alabama,grecor,24
Alabama,commer,24
Alabama,cacgoo1,22
Alabama,swagoo1,21
Alabama,goleag,20
Alabama,wesmea,20
Alabama,macwar,19
Alabama,lobcur,17
Alabama,brthum,16
Alabama,sopsku1,16
Alabama,coukin,16
Alabama,brnnod,16
Alabama,rinphe1,16
Alabama,recpoc,14
Alabama,pomjae,13
Alabama,egygoo,13
Alabama,hooori,13
Alabama,wispet,12
Alabama,briter1,11
Alabama,aldfly,10
Alabama,cintea,10
Alabama,plwduc1,9
Alabama,harspa,9
Alabama,rolhaw,8
Alabama,lesnig,8
Alabama,burowl,8
Alabama,compea,8
Alabama,wiwduc1,7
Alabama,redjun,7
Alabama,sabgul,6
Alabama,wfwduc1,6
Alabama,conwar,5
Alabama,blkswa,5
Alabama,fuwduc,5
Alabama,y00678,4
Alabama,parjae,4
Alabama,pitwhy,4
Alabama,sprpip,4
Alabama,smilon,4
Alabama,trimun,4
Alabama,manduc,4
Alabama,yelrai,4
Alabama,amtspa,4
Alabama,chukar,3
Alabama,hudgod,3
Alabama,pursan,3
Alabama,clanut,3
Alabama,yegvir,3
Alabama,litgul,3
Alabama,rebtro,3
Alabama,budger,2
Alabama,lotjae,2
Alabama,emu1,2
Alabama,grnvie1,2
Alabama,brbhum,2
Alabama,grygul,2
Alabama,whtkit,1
Alabama,masboo,1
Alabama,calgul,1
Alabama,hamfly,1
Alabama,bkcchi,1
Alabama,calqua,1
Alabama,nswowl,1
Alabama,btywar,1
Alabama,flaowl,1
Alabama,ruff,1
Alabama,virwar,1
Alabama,peflov,1
Arkansas,norcar,108095
Arkansas,amecro,89855
Arkansas,blujay,84608
Arkansas,carchi,81514
Arkansas,tuftit,75623
Arkansas,carwre,70900
Arkansas,rebwoo,70795
Arkansas,moudov,58916
Arkansas,turvul,55175
Arkansas,dowwoo,54586
Arkansas,amerob,53480
Arkansas,normoc,49415
Arkansas,whtspa,46913
Arkansas,easblu,41540
Arkansas,rewbla,40712
Arkansas,eursta,40393
Arkansas,houfin,39712
Arkansas,whbnut,36233
Arkansas,cangoo,35494
Arkansas,amegfi,35404
Arkansas,grbher3,34343
Arkansas,daejun,31290
Arkansas,indbun,30088
Arkansas,norfli,26347
Arkansas,bnhcow,26246
Arkansas,pilwoo,25751
Arkansas,comgra,25309
Arkansas,rthhum,24939
Arkansas,houspa,24423
Arkansas,easpho,23192
Arkansas,rethaw,22652
Arkansas,killde,22574
Arkansas,pinwar,21529
Arkansas,fiscro,21065
Arkansas,sumtan,20334
Arkansas,buggna,20097
Arkansas,yerwar,20007
Arkansas,reshaw,19876
Arkansas,brnthr,19681
Arkansas,easmea,18773
Arkansas,blkvul,18419
Arkansas,barswa,18351
Arkansas,whevir,18329
Arkansas,reevir1,17857
Arkansas,greegr,16787
Arkansas,mallar3,16386
Arkansas,chispa,16103
Arkansas,sctfly,15211
Arkansas,belkin1,14519
Arkansas,norpar,14415
Arkansas,eawpew,13901
Arkansas,easkin,13791
Arkansas,sonspa,13402
Arkansas,baleag,13211
Arkansas,pibgre,13095
Arkansas,rehwoo,13020
Arkansas,grcfly,12746
Arkansas,cedwax,10960
Arkansas,yebcuc,10864
Arkansas,comyel,10256
Arkansas,amekes,10222
Arkansas,miskit,9695
Arkansas,savspa,9189
Arkansas,chiswi,9154
Arkansas,eucdov,9111
Arkansas,bawwar,8929
Arkansas,eastow,8775
Arkansas,rocpig,8686
Arkansas,ribgul,8441
Arkansas,wooduc,8380
Arkansas,rebnut,8095
Arkansas,yebsap,8053
Arkansas,grycat,7985
Arkansas,buwtea,7846
Arkansas,y00475,7772
Arkansas,purmar,7731
Arkansas,fiespa,7717
Arkansas,norsho,7577
Arkansas,gadwal,7505
Arkansas,whcspa,7475
Arkansas,blugrb1,7455
Arkansas,gockin,7422
Arkansas,dickci,7416
Arkansas,nrwswa,7392
Arkansas,grnher,7180
Arkansas,swaspa,7150
Arkansas,yetvir,7000
Arkansas,yetwar,6453
Arkansas,amwpel,6415
Arkansas,balori,6374
Arkansas,buffle,6123
Arkansas,orcori,6120
Arkansas,norhar1,6095
Arkansas,treswa,6037
Arkansas,yebcha,5973
Arkansas,rinduc,5526
Arkansas,coohaw,5473
Arkansas,pinsis,5403
Arkansas,cliswa,5285
Arkansas,brncre,5100
Arkansas,snogoo,4957
Arkansas,robgro,4906
Arkansas,purfin,4796
Arkansas,prowar,4778
Arkansas,acafly,4775
Arkansas,brdowl,4665
Arkansas,greyel,4565
Arkansas,sposan,4320
Arkansas,hoowar,4285
Arkansas,swathr,4189
Arkansas,kenwar,4169
Arkansas,rudduc,4096
Arkansas,bnhnut,4035
Arkansas,woothr,3990
Arkansas,gnwtea,3888
Arkansas,houwre,3857
Arkansas,leasan,3702
Arkansas,tenwar,3684
Arkansas,lesyel,3669
Arkansas,libher,3621
Arkansas,lessca,3615
Arkansas,logshr,3594
Arkansas,warvir,3554
Arkansas,gwfgoo,3549
Arkansas,louwat,3541
Arkansas,linspa,3453
Arkansas,pecsan,3399
Arkansas,wilsni1,3394
Arkansas,paibun,3184
Arkansas,foxspa,3173
Arkansas,snoegr,3134
Arkansas,herthr,3133
Arkansas,naswar,2818
Arkansas,grhowl,2778
Arkansas,yelwar,2748
Arkansas,brwhaw,2725
Arkansas,scatan,2713
Arkansas,norpin,2687
Arkansas,amered,2649
Arkansas,btnwar,2491
Arkansas,winwre3,2487
Arkansas,orcwar,2473
Arkansas,categr1,2454
Arkansas,hoomer,2378
Arkansas,rusbla,2351
Arkansas,bknsti,2341
Arkansas,ovenbi1,2275
Arkansas,norbob,2199
Arkansas,osprey,2152
Arkansas,shshaw,2068
Arkansas,solsan,2033
Arkansas,comloo,2020
Arkansas,bongul,1807
Arkansas,magwar,1792
Arkansas,comnig,1791
Arkansas,horgre,1767
Arkansas,comgol,1698
Arkansas,wiltur,1678
Arkansas,prawar,1606
Arkansas,bbwduc,1583
Arkansas,amepip,1581
Arkansas,semsan,1470
Arkansas,lobdow,1422
Arkansas,chswar,1395
Arkansas,musduc,1373
Arkansas,leafly,1343
Arkansas,horlar,1328
Arkansas,amewig,1309
Arkansas,larspa,1304
Arkansas,ameavo,1287
Arkansas,buhvir,1262
Arkansas,chwwid,1237
Arkansas,whiibi,1221
Arkansas,grtgra,1221
Arkansas,easowl1,1191
Arkansas,rosgoo,1191
Arkansas,semplo,1174
Arkansas,sedwre,1168
Arkansas,marwre,1151
Arkansas,canvas,1129
Arkansas,phivir,1095
Arkansas,brebla,1081
Arkansas,forter,1050
Arkansas,truswa,1010
Arkansas,leater1,1010
Arkansas,whwdov,998
Arkansas,boboli,979
Arkansas,belvir,974
Arkansas,woewar1,966
Arkansas,amgplo,957
Arkansas,norwat,936
Arkansas,redhea,917
Arkansas,stisan,901
Arkansas,wlswar,882
Arkansas,greroa,881
Arkansas,palwar,876
Arkansas,weskin,848
Arkansas,buwwar,809
Arkansas,anhing,798
Arkansas,banswa,761
Arkansas,bkbwar,727
Arkansas,merlin,727
Arkansas,cerwar,682
Arkansas,gresca,671
Arkansas,easwpw1,670
Arkansas,bkpwar,658
Arkansas,wilpha,645
Arkansas,blkter,608
Arkansas,shbdow,570
Arkansas,commoo3,570
Arkansas,sora,558
Arkansas,ycnher,547
Arkansas,wesmea,528
Arkansas,amewoo,502
Arkansas,gycthr,496
Arkansas,babwar,492
Arkansas,uplsan,488
Arkansas,rosspo1,485
Arkansas,hergul,475
Arkansas,harspa,472
Arkansas,dunlin,470
Arkansas,lecspa,470
Arkansas,wessan,462
Arkansas,vesspa,457
Arkansas,rebmer,440
Arkansas,egygoo,434
Arkansas,perfal,419
Arkansas,whrsan,412
Arkansas,limpki,402
Arkansas,baisan,402
Arkansas,olsfly,402
Arkansas,whfibi,400
Arkansas,gowwar,396
Arkansas,fragul,382
Arkansas,bubsan,374
Arkansas,bcnher,357
Arkansas,purgal2,344
Arkansas,swahaw,334
Arkansas,willet1,322
Arkansas,aldfly,319
Arkansas,cacgoo1,316
Arkansas,caster1,314
Arkansas,laplon,311
Arkansas,canwar,305
Arkansas,virrai,287
Arkansas,triher,283
Arkansas,bkbplo,264
Arkansas,yehbla,253
Arkansas,amebit,234
Arkansas,fuwduc,218
Arkansas,mouwar,209
Arkansas,sheowl,208
Arkansas,veery,206
Arkansas,wilfly,205
Arkansas,motduc,202
Arkansas,leabit,200
Arkansas,woosto,200
Arkansas,graspa,196
Arkansas,incdov,195
Arkansas,tunswa,186
Arkansas,brnowl,180
Arkansas,sursco,172
Arkansas,clcspa,171
Arkansas,eargre,159
Arkansas,renpha,156
Arkansas,lbbgul,149
Arkansas,swtkit,144
Arkansas,fotfly,135
Arkansas,sander,127
Arkansas,trokin,125
Arkansas,smilon,124
Arkansas,hudgod,122
Arkansas,swawar,115
Arkansas,lotduc,108
Arkansas,nswowl,105
Arkansas,whocra,103
Arkansas,saypho,102
Arkansas,commer,102
Arkansas,cavswa,96
Arkansas,prafal,91
Arkansas,pipplo,88
Arkansas,rocwre,84
Arkansas,spotow,84
Arkansas,henspa,84
Arkansas,rufhum,82
Arkansas,yebfly,79
Arkansas,gloibi,77
Arkansas,rudtur,73
Arkansas,bkbcuc,69
Arkansas,bacspa,69
Arkansas,comter,68
Arkansas,redcro,67
Arkansas,brnboo,66
Arkansas,whwsco2,65
Arkansas,laugul,64
Arkansas,rengre,61
Arkansas,goleag,53
Arkansas,swagoo1,49
Arkansas,cintea,49
Arkansas,blksco2,47
Arkansas,annhum,44
Arkansas,pacloo,43
Arkansas,nstspa,41
Arkansas,verfly,34
Arkansas,bewwre,34
Arkansas,margod,32
Arkansas,retloo,32
Arkansas,amtspa,28
Arkansas,sprpip,27
Arkansas,camwar,25
Arkansas,whimbr,24
Arkansas,mewgul2,24
Arkansas,sabgul,23
Arkansas,scoori,22
Arkansas,eutspa,21
Arkansas,snoowl1,21
Arkansas,kinrai4,21
Arkansas,towsol,20
Arkansas,larbun,20
Arkansas,grnvie1,20
Arkansas,lobcur,19
Arkansas,brnpel,19
Arkansas,lazbun,19
Arkansas,orabis1,18
Arkansas,wesgre,17
Arkansas,bkhgro,17
Arkansas,mutswa,17
Arkansas,brthum,16
Arkansas,bkchum,14
Arkansas,ambduc,13
Arkansas,y00678,11
Arkansas,rolhaw,9
Arkansas,coukin,9
Arkansas,rucspa,8
Arkansas,lesgol,6
Arkansas,magfri,5
Arkansas,ferhaw,5
Arkansas,bklkit,5
Arkansas,redkno,5
Arkansas,gragoo,5
Arkansas,rinphe1,5
Arkansas,allhum,4
Arkansas,glagul,4
Arkansas,yelrai,4
Arkansas,westan,3
Arkansas,cogdov,3
Arkansas,blkswa,3
Arkansas,sooter1,3
Arkansas,helgui,2
Arkansas,budger,2
Arkansas,royter1,2
Arkansas,litgul,2
Arkansas,btbwar,2
Arkansas,ruff,2
Arkansas,compea,2
Arkansas,chukar,1
Arkansas,lewwoo,1
Arkansas,cockat,1
Arkansas,gubter2,1
Arkansas,conwar,1
Arkansas,moublu,1
Arkansas,redpha1,1
Arkansas,bulori,1
Arkansas,comred,1
Arkansas,eurwig,1
Arkansas,peflov,1
Alaska,comrav,97881
Alaska,baleag,82827
Alaska,amerob,73064
Alaska,mewgul2,69554
Alaska,mallar3,66567
Alaska,daejun,63380
Alaska,glwgul,59125
Alaska,bkbmag1,51857
Alaska,bkcchi,49584
Alaska,whcspa,42569
Alaska,norpin,38861
Alaska,yerwar,38695
Alaska,comred,37467
Alaska,amecro,37265
Alaska,amewig,37174
Alaska,orcwar,36837
Alaska,savspa,36614
Alaska,gnwtea,35816
Alaska,bklkit,33275
Alaska,arcter,32209
Alaska,sonspa,31959
Alaska,varthr,30152
Alaska,cangoo,29647
Alaska,gresca,28185
Alaska,harduc,28044
Alaska,foxspa,28000
Alaska,laplon,27798
Alaska,rebnut,27784
Alaska,hergul,25550
Alaska,treswa,25436
Alaska,buffle,24885
Alaska,wilsni1,24058
Alaska,rebmer,23953
Alaska,commer,23739
Alaska,stejay,23627
Alaska,wlswar,23589
Alaska,pinsis,22374
Alaska,glagul,22285
Alaska,norsho,22011
Alaska,herthr,21826
Alaska,lotduc,21635
Alaska,rengre,20969
Alaska,borchi2,20827
Alaska,yelwar,20730
Alaska,chbchi,20699
Alaska,gocspa,20592
Alaska,renpha,20545
Alaska,linspa,19877
Alaska,comgol,19868
Alaska,piggui,19406
Alaska,pacwre1,19073
Alaska,swathr,18631
Alaska,gockin,18190
Alaska,belkin1,18171
Alaska,semplo,18014
Alaska,truswa,17530
Alaska,bargol,17516
Alaska,greyel,17425
Alaska,comloo,17353
Alaska,marmur,16821
Alaska,pacloo,16672
Alaska,rocpig,16312
Alaska,gwfgoo,16220
Alaska,commur,15808
Alaska,lesyel,15517
Alaska,gryjay,15498
Alaska,sursco,15279
Alaska,snobun,15165
Alaska,retloo,15156
Alaska,dowwoo,14743
Alaska,whwcro,14628
Alaska,vigswa,14293
Alaska,wessan,14046
Alaska,whwsco2,13992
Alaska,bongul,13370
Alaska,towwar,13249
Alaska,norwat,12929
Alaska,semsan,12743
Alaska,tufpuf,12672
Alaska,horgre,12273
Alaska,horpuf,12047
Alaska,gycthr,12044
Alaska,aldfly,11974
Alaska,gadwal,11885
Alaska,amtspa,11700
Alaska,eursta,11108
Alaska,pecsan,11078
Alaska,parjae,11051
Alaska,amepip,10969
Alaska,cacgoo1,10966
Alaska,leasan,10778
Alaska,tunswa,10767
Alaska,pingro,10566
Alaska,dunlin,10255
Alaska,lotjae,10237
Alaska,sposan,10126
Alaska,lessca,9997
Alaska,norhar1,9578
Alaska,comeid,9024
Alaska,rinduc,8998
Alaska,brant,8838
Alaska,blksco2,8790
Alaska,rufhum,8000
Alaska,blkoys,7946
Alaska,redpha1,7873
Alaska,wilpta,7420
Alaska,brncre,7280
Alaska,merlin,7271
Alaska,rocsan,7165
Alaska,lobdow,7131
Alaska,kineid,7064
Alaska,bohwax,7047
Alaska,snogoo,7047
Alaska,whimbr,6983
Alaska,banswa,6983
Alaska,grbher3,6915
Alaska,rusbla,6729
Alaska,pagplo,6540
Alaska,norfli,6450
Alaska,gcrfin,6423
Alaska,shbdow,6340
Alaska,pomjae,6195
Alaska,redcro,6093
Alaska,norful,6057
Alaska,amgplo,5919
Alaska,blktur,5854
Alaska,thbmur,5782
Alaska,amedip,5766
Alaska,hoared,5654
Alaska,cliswa,5627
Alaska,bkpwar,5569
Alaska,perfal,5154
Alaska,parauk,4851
Alaska,rebsap,4816
Alaska,wantat1,4543
Alaska,aleter1,4516
Alaska,norshr4,4280
Alaska,wesfly,4147
Alaska,eurwig,4146
Alaska,arcwar1,4136
Alaska,attwoo1,4136
Alaska,hudgod,4082
Alaska,shshaw,3934
Alaska,solsan,3927
Alaska,bkbplo,3913
Alaska,creauk,3900
Alaska,barswa,3827
Alaska,canvas,3788
Alaska,sprgro,3779
Alaska,goleag,3759
Alaska,batgod,3757
Alaska,ancmur,3717
Alaska,rocpta1,3647
Alaska,rethaw,3645
Alaska,rudtur,3541
Alaska,sheowl,3447
Alaska,osprey,3382
Alaska,rolhaw,3346
Alaska,steeid,3306
Alaska,surfbi,3162
Alaska,sabgul,3161
Alaska,eaywag,3100
Alaska,leaauk,3038
Alaska,rhiauk,2929
Alaska,yebloo,2884
Alaska,norgos1,2846
Alaska,hamfly,2802
Alaska,empgoo,2802
Alaska,whiwag,2726
Alaska,speeid,2677
Alaska,blueth,2650
Alaska,olsfly,2648
Alaska,y00478,2596
Alaska,relkit,2562
Alaska,norwhe,2542
Alaska,snoowl1,2433
Alaska,annhum,2409
Alaska,kitmur,2399
Alaska,wewpew,2181
Alaska,eucdov,1881
Alaska,sander,1868
Alaska,killde,1866
Alaska,rewbla,1852
Alaska,grhowl,1848
Alaska,slbgul,1838
Alaska,brambl,1837
Alaska,calgul,1790
Alaska,layalb,1772
Alaska,comyel,1771
Alaska,cedwax,1755
Alaska,redhea,1732
Alaska,soogro1,1714
Alaska,baisan,1584
Alaska,warvir,1562
Alaska,buwtea,1520
Alaska,hoomer,1515
Alaska,horlar,1396
Alaska,blkgui,1390
Alaska,bkbwoo,1334
Alaska,redkno,1222
Alaska,rinphe1,1205
Alaska,amekes,1204
Alaska,bkfalb,1174
Alaska,saypho,1115
Alaska,shtsan,1106
Alaska,y00475,1062
Alaska,caster1,1004
Alaska,whtspa,993
Alaska,rensti,969
Alaska,margod,949
Alaska,rufgro,939
Alaska,towsol,927
Alaska,arcloo,906
Alaska,borowl,890
Alaska,chispa,859
Alaska,tufduc,852
Alaska,nswowl,834
Alaska,comsni,808
Alaska,brtcur,795
Alaska,woosan,719
Alaska,falduc,702
Alaska,stisan,660
Alaska,retpip,633
Alaska,vauswi,630
Alaska,wooduc,606
Alaska,gyttat1,601
Alaska,casauk,592
Alaska,amered,556
Alaska,whrsan,535
Alaska,tenwar,500
Alaska,wesgre,480
Alaska,smilon,478
Alaska,whiauk,475
Alaska,rosgul,418
Alaska,westan,413
Alaska,whwsco1,390
Alaska,hawfin,384
Alaska,uplsan,372
Alaska,bkhgul,371
Alaska,corplo,367
Alaska,rusbun,363
Alaska,moublu,362
Alaska,pibgre,352
Alaska,shtgro,348
Alaska,whtpta1,331
Alaska,mckbun,321
Alaska,macwar,308
Alaska,yebfly,283
Alaska,comsan,251
Alaska,wesowl1,231
Alaska,nopowl,226
Alaska,eyethr,208
Alaska,bubsan,205
Alaska,ruff,203
Alaska,shtalb,201
Alaska,brdowl,191
Alaska,tunbeg1,186
Alaska,litsti,182
Alaska,rudduc,181
Alaska,skylar,149
Alaska,ribgul,148
Alaska,sibacc,143
Alaska,gargan,140
Alaska,purfin,138
Alaska,whoswa,131
Alaska,lotsti,129
Alaska,casfin,126
Alaska,bnhcow,123
Alaska,moudov,123
Alaska,comhom1,120
Alaska,comros,120
Alaska,olbpip,119
Alaska,doveki,116
Alaska,pecpip,111
Alaska,yebsap,105
Alaska,motpet,103
Alaska,spotow,102
Alaska,wilpha,101
Alaska,litbun,100
Alaska,batpig1,92
Alaska,rosgoo,89
Alaska,baitea,87
Alaska,bktgod,85
Alaska,nrwswa,83
Alaska,manshe,81
Alaska,comgre,80
Alaska,grycat,79
Alaska,whteag,78
Alaska,reevir1,73
Alaska,grywag,72
Alaska,fragul,71
Alaska,palwar,68
Alaska,ivogul,67
Alaska,wilfly,67
Alaska,compoc,66
Alaska,bracor,66
Alaska,jacsni,65
Alaska,houfin,64
Alaska,leafly,63
Alaska,mewgul,62
Alaska,brebla,59
Alaska,duswar,59
Alaska,dasfly,58
Alaska,gysfly1,58
Alaska,harspa,58
Alaska,taibeg1,55
Alaska,weskin,55
Alaska,swaspa,53
Alaska,sora,50
Alaska,blkswi,50
Alaska,comcuc,50
Alaska,woowar,50
Alaska,eurhob,48
Alaska,eurbul,48
Alaska,bkhgro,47
Alaska,purmar,46
Alaska,grekno,45
Alaska,comnig,45
Alaska,eawpew,44
Alaska,greegr,44
Alaska,wlwwar,43
Alaska,leater1,43
Alaska,refblu,42
Alaska,casvir,42
Alaska,wesmea,41
Alaska,tersan,39
Alaska,stseag,36
Alaska,comchi1,36
Alaska,bulori,36
Alaska,heegul,35
Alaska,trokin,32
Alaska,wesgul,30
Alaska,swahaw,29
Alaska,brespa,29
Alaska,temsti,28
Alaska,spbduc,28
Alaska,taifly1,28
Alaska,palbun,27
Alaska,easkin,27
Alaska,stonec7,27
Alaska,lbbgul,26
Alaska,coshum,23
Alaska,ameavo,23
Alaska,yehbla,23
Alaska,chukar,22
Alaska,mouwar,22
Alaska,marsan,20
Alaska,fieldf,20
Alaska,rtrthr1,20
Alaska,smew,20
Alaska,bktgul,19
Alaska,spored,19
Alaska,turvul,19
