species_code,n_records,percentile,last_sync
butpuf1,372,24.1984,2025-04-27T17:52:55.782Z
rebbus1,372,24.2075,2025-04-27T17:52:55.782Z
phiori1,372,24.2167,2025-04-27T17:52:55.782Z
visfan1,372,24.2258,2025-04-27T17:52:55.782Z
crcflo1,372,24.2350,2025-04-27T17:52:55.782Z
phfdov1,373,24.2441,2025-04-27T17:52:55.782Z
vercou1,373,24.2532,2025-04-27T17:52:55.782Z
banwea1,373,24.2624,2025-04-27T17:52:55.782Z
refros1,373,24.2715,2025-04-27T17:52:55.782Z
whbdac1,373,24.2806,2025-04-27T17:52:55.782Z
okbkiw1,374,24.2898,2025-04-27T17:52:55.782Z
macdov1,374,24.2989,2025-04-27T17:52:55.782Z
redgos1,374,24.3080,2025-04-27T17:52:55.782Z
refbar1,375,24.3172,2025-04-27T17:52:55.782Z
dunlar1,376,24.3263,2025-04-27T17:52:55.782Z
repcis1,376,24.3354,2025-04-27T17:52:55.782Z
chafly1,376,24.3446,2025-04-27T17:52:55.782Z
rebfin1,376,24.3537,2025-04-27T17:52:55.782Z
rhgrol1,377,24.3628,2025-04-27T17:52:55.782Z
elepit7,377,24.3720,2025-04-27T17:52:55.782Z
kalgra1,377,24.3811,2025-04-27T17:52:55.782Z
dosnig1,378,24.3902,2025-04-27T17:52:55.782Z
rotswi1,378,24.3994,2025-04-27T17:52:55.782Z
magrif2,378,24.4085,2025-04-27T17:52:55.782Z
paltit2,378,24.4176,2025-04-27T17:52:55.782Z
giaibi1,379,24.4268,2025-04-27T17:52:55.782Z
sumtro1,379,24.4359,2025-04-27T17:52:55.782Z
whtjay1,379,24.4451,2025-04-27T17:52:55.782Z
kattyr1,380,24.4542,2025-04-27T17:52:55.782Z
grswar1,380,24.4633,2025-04-27T17:52:55.782Z
blcspe1,380,24.4725,2025-04-27T17:52:55.782Z
narhor1,381,24.4816,2025-04-27T17:52:55.782Z
rtbcuc1,382,24.4907,2025-04-27T17:52:55.782Z
crifru1,382,24.4999,2025-04-27T17:52:55.782Z
pinpig2,383,24.5090,2025-04-27T17:52:55.782Z
vichum2,383,24.5181,2025-04-27T17:52:55.782Z
gybsab4,383,24.5273,2025-04-27T17:52:55.782Z
blalor1,383,24.5364,2025-04-27T17:52:55.782Z
thamno2,383,24.5455,2025-04-27T17:52:55.782Z
subfly1,383,24.5547,2025-04-27T17:52:55.782Z
prisee1,383,24.5638,2025-04-27T17:52:55.782Z
whrkin1,384,24.5729,2025-04-27T17:52:55.782Z
isabuh1,385,24.5821,2025-04-27T17:52:55.782Z
ybweye1,385,24.5912,2025-04-27T17:52:55.782Z
blufan1,385,24.6003,2025-04-27T17:52:55.782Z
mleowl1,386,24.6095,2025-04-27T17:52:55.782Z
bumbee1,386,24.6186,2025-04-27T17:52:55.782Z
eactan1,386,24.6278,2025-04-27T17:52:55.782Z
submes1,387,24.6369,2025-04-27T17:52:55.782Z
okiwoo1,387,24.6460,2025-04-27T17:52:55.782Z
dahori1,387,24.6552,2025-04-27T17:52:55.782Z
pecant1,388,24.6643,2025-04-27T17:52:55.782Z
slabun1,388,24.6734,2025-04-27T17:52:55.782Z
viltap1,389,24.6826,2025-04-27T17:52:55.782Z
bowfin1,389,24.6917,2025-04-27T17:52:55.782Z
roypen1,390,24.7008,2025-04-27T17:52:55.782Z
spepri1,390,24.7100,2025-04-27T17:52:55.782Z
paradi2,390,24.7191,2025-04-27T17:52:55.782Z
retpar3,390,24.7282,2025-04-27T17:52:55.782Z
rebcur1,391,24.7374,2025-04-27T17:52:55.782Z
stlpar1,391,24.7465,2025-04-27T17:52:55.782Z
vosbop1,391,24.7556,2025-04-27T17:52:55.782Z
chamoc1,391,24.7648,2025-04-27T17:52:55.782Z
goldov1,392,24.7739,2025-04-27T17:52:55.782Z
earpit1,392,24.7830,2025-04-27T17:52:55.782Z
vogmel1,392,24.7922,2025-04-27T17:52:55.782Z
bcfdov2,393,24.8013,2025-04-27T17:52:55.782Z
colnig1,393,24.8105,2025-04-27T17:52:55.782Z
pacrob1,393,24.8196,2025-04-27T17:52:55.782Z
blusee4,393,24.8287,2025-04-27T17:52:55.782Z
cassno1,394,24.8379,2025-04-27T17:52:55.782Z
bcrtai1,394,24.8470,2025-04-27T17:52:55.782Z
saaswi1,395,24.8561,2025-04-27T17:52:55.782Z
thbmin1,395,24.8653,2025-04-27T17:52:55.782Z
lidjay1,395,24.8744,2025-04-27T17:52:55.782Z
wtsfin1,395,24.8835,2025-04-27T17:52:55.782Z
golcou1,396,24.8927,2025-04-27T17:52:55.782Z
flomin1,396,24.9018,2025-04-27T17:52:55.782Z
sunbul3,396,24.9109,2025-04-27T17:52:55.782Z
dwakoe1,397,24.9201,2025-04-27T17:52:55.782Z
stepet,397,24.9292,2025-04-27T17:52:55.782Z
moumel1,397,24.9383,2025-04-27T17:52:55.782Z
ruhpar2,397,24.9475,2025-04-27T17:52:55.782Z
anteup4,397,24.9566,2025-04-27T17:52:55.782Z
tibsan1,398,24.9657,2025-04-27T17:52:55.782Z
wethil1,398,24.9749,2025-04-27T17:52:55.782Z
fulpri1,398,24.9840,2025-04-27T17:52:55.782Z
rudlar1,399,24.9931,2025-04-27T17:52:55.782Z
sbweye1,399,25.0023,2025-04-27T17:52:55.782Z
monyef1,399,25.0114,2025-04-27T17:52:55.782Z
goufro1,400,25.0206,2025-04-27T17:52:55.782Z
akeowl1,400,25.0297,2025-04-27T17:52:55.782Z
bhbeat2,400,25.0388,2025-04-27T17:52:55.782Z
blesee1,400,25.0480,2025-04-27T17:52:55.782Z
rourai1,401,25.0571,2025-04-27T17:52:55.782Z
rumfog1,401,25.0662,2025-04-27T17:52:55.782Z
yelbul1,401,25.0754,2025-04-27T17:52:55.782Z
viecut1,401,25.0845,2025-04-27T17:52:55.782Z
leapau1,403,25.0936,2025-04-27T17:52:55.782Z
wibant1,403,25.1028,2025-04-27T17:52:55.782Z
ocbfly2,403,25.1119,2025-04-27T17:52:55.782Z
carsun2,403,25.1210,2025-04-27T17:52:55.782Z
duccoc1,404,25.1302,2025-04-27T17:52:55.782Z
zimtap1,404,25.1393,2025-04-27T17:52:55.782Z
whwmag1,404,25.1484,2025-04-27T17:52:55.782Z
ructes1,404,25.1576,2025-04-27T17:52:55.782Z
yemser1,404,25.1667,2025-04-27T17:52:55.782Z
blbtan2,404,25.1758,2025-04-27T17:52:55.782Z
kagu1,405,25.1850,2025-04-27T17:52:55.782Z
crebul1,405,25.1941,2025-04-27T17:52:55.782Z
samsta1,406,25.2033,2025-04-27T17:52:55.782Z
cihpig1,407,25.2124,2025-04-27T17:52:55.782Z
dawtru1,407,25.2215,2025-04-27T17:52:55.782Z
ribant1,407,25.2307,2025-04-27T17:52:55.782Z
bkbcus2,407,25.2398,2025-04-27T17:52:55.782Z
whvwhi1,407,25.2489,2025-04-27T17:52:55.782Z
wisbou1,407,25.2581,2025-04-27T17:52:55.782Z
cbipig2,408,25.2672,2025-04-27T17:52:55.782Z
savbus1,408,25.2763,2025-04-27T17:52:55.782Z
marswi,408,25.2855,2025-04-27T17:52:55.782Z
baeant1,408,25.2946,2025-04-27T17:52:55.782Z
cheant2,408,25.3037,2025-04-27T17:52:55.782Z
subbul1,408,25.3129,2025-04-27T17:52:55.782Z
nafspi1,408,25.3220,2025-04-27T17:52:55.782Z
fijshr1,409,25.3311,2025-04-27T17:52:55.782Z
duspur1,410,25.3403,2025-04-27T17:52:55.782Z
pabfly1,410,25.3494,2025-04-27T17:52:55.782Z
safspa1,410,25.3585,2025-04-27T17:52:55.782Z
javfro3,411,25.3677,2025-04-27T17:52:55.782Z
sulhor1,411,25.3768,2025-04-27T17:52:55.782Z
slagna1,411,25.3860,2025-04-27T17:52:55.782Z
wbcfly1,411,25.3951,2025-04-27T17:52:55.782Z
satwea1,411,25.4042,2025-04-27T17:52:55.782Z
bawtan1,411,25.4134,2025-04-27T17:52:55.782Z
humsap2,412,25.4225,2025-04-27T17:52:55.782Z
orbant1,412,25.4316,2025-04-27T17:52:55.782Z
lebber1,412,25.4408,2025-04-27T17:52:55.782Z
ygbtan1,412,25.4499,2025-04-27T17:52:55.782Z
moseag1,413,25.4590,2025-04-27T17:52:55.782Z
bkbmyz1,413,25.4682,2025-04-27T17:52:55.782Z
larblf1,413,25.4773,2025-04-27T17:52:55.782Z
abcwin1,413,25.4864,2025-04-27T17:52:55.782Z
rutant3,414,25.4956,2025-04-27T17:52:55.782Z
yelcar1,415,25.5047,2025-04-27T17:52:55.782Z
ycppar1,416,25.5138,2025-04-27T17:52:55.782Z
blcpar2,416,25.5230,2025-04-27T17:52:55.782Z
cocfly1,416,25.5321,2025-04-27T17:52:55.782Z
rivpri1,416,25.5412,2025-04-27T17:52:55.782Z
clfdov1,417,25.5504,2025-04-27T17:52:55.782Z
recowl1,418,25.5595,2025-04-27T17:52:55.782Z
neuwar1,418,25.5686,2025-04-27T17:52:55.782Z
atlfly1,418,25.5778,2025-04-27T17:52:55.782Z
gralar2,419,25.5869,2025-04-27T17:52:55.782Z
bogcuc1,420,25.5961,2025-04-27T17:52:55.782Z
olhlor1,420,25.6052,2025-04-27T17:52:55.782Z
caccan1,420,25.6143,2025-04-27T17:52:55.782Z
barhon2,420,25.6235,2025-04-27T17:52:55.782Z
prhlau1,420,25.6326,2025-04-27T17:52:55.782Z
plphor1,421,25.6417,2025-04-27T17:52:55.782Z
cocant1,421,25.6509,2025-04-27T17:52:55.782Z
lasthr1,421,25.6600,2025-04-27T17:52:55.782Z
tibbla1,421,25.6691,2025-04-27T17:52:55.782Z
moupip1,421,25.6783,2025-04-27T17:52:55.782Z
whckoe1,422,25.6874,2025-04-27T17:52:55.782Z
olbwoo2,422,25.6965,2025-04-27T17:52:55.782Z
duegih1,422,25.7057,2025-04-27T17:52:55.782Z
stpfly1,422,25.7148,2025-04-27T17:52:55.782Z
satthr1,422,25.7239,2025-04-27T17:52:55.782Z
weywea1,422,25.7331,2025-04-27T17:52:55.782Z
somfis1,423,25.7422,2025-04-27T17:52:55.782Z
wbrcha1,423,25.7513,2025-04-27T17:52:55.782Z
whcoli1,423,25.7605,2025-04-27T17:52:55.782Z
arrpic1,424,25.7696,2025-04-27T17:52:55.782Z
anctap1,424,25.7788,2025-04-27T17:52:55.782Z
whwblt2,424,25.7879,2025-04-27T17:52:55.782Z
grnfig1,424,25.7970,2025-04-27T17:52:55.782Z
prsast1,424,25.8062,2025-04-27T17:52:55.782Z
bkbful1,424,25.8153,2025-04-27T17:52:55.782Z
scocro1,425,25.8244,2025-04-27T17:52:55.782Z
fraeao1,426,25.8336,2025-04-27T17:52:55.782Z
basowl,427,25.8427,2025-04-27T17:52:55.782Z
dwahon1,427,25.8518,2025-04-27T17:52:55.782Z
blyros1,428,25.8610,2025-04-27T17:52:55.782Z
renpar1,429,25.8701,2025-04-27T17:52:55.782Z
yelfly4,429,25.8792,2025-04-27T17:52:55.782Z
evesco1,430,25.8884,2025-04-27T17:52:55.782Z
brtcha1,430,25.8975,2025-04-27T17:52:55.782Z
resowl1,431,25.9066,2025-04-27T17:52:55.782Z
negbab1,431,25.9158,2025-04-27T17:52:55.782Z
gretin2,432,25.9249,2025-04-27T17:52:55.782Z
scathr4,432,25.9340,2025-04-27T17:52:55.782Z
whwwar1,432,25.9432,2025-04-27T17:52:55.782Z
serfri1,433,25.9523,2025-04-27T17:52:55.782Z
grewoo1,433,25.9615,2025-04-27T17:52:55.782Z
purcoc1,433,25.9706,2025-04-27T17:52:55.782Z
asifab2,433,25.9797,2025-04-27T17:52:55.782Z
gbopar2,434,25.9889,2025-04-27T17:52:55.782Z
cbbwar2,434,25.9980,2025-04-27T17:52:55.782Z
vogscr1,436,26.0071,2025-04-27T17:52:55.782Z
sakwar1,436,26.0163,2025-04-27T17:52:55.782Z
pattin1,437,26.0254,2025-04-27T17:52:55.782Z
cibkin1,437,26.0345,2025-04-27T17:52:55.782Z
horpar2,437,26.0437,2025-04-27T17:52:55.782Z
ferlar2,437,26.0528,2025-04-27T17:52:55.782Z
btwbab1,437,26.0619,2025-04-27T17:52:55.782Z
melduc1,438,26.0711,2025-04-27T17:52:55.782Z
afrpic1,438,26.0802,2025-04-27T17:52:55.782Z
hipbab1,438,26.0893,2025-04-27T17:52:55.782Z
stbrha1,438,26.0985,2025-04-27T17:52:55.782Z
pubhon1,439,26.1076,2025-04-27T17:52:55.782Z
colmyn1,439,26.1167,2025-04-27T17:52:55.782Z
temtra1,440,26.1259,2025-04-27T17:52:55.782Z
melkin1,440,26.1350,2025-04-27T17:52:55.782Z
roctap1,440,26.1441,2025-04-27T17:52:55.782Z
bahlau1,440,26.1533,2025-04-27T17:52:55.782Z
stwbab2,440,26.1624,2025-04-27T17:52:55.782Z
shblea1,441,26.1716,2025-04-27T17:52:55.782Z
lobcro1,441,26.1807,2025-04-27T17:52:55.782Z
lotsta1,441,26.1898,2025-04-27T17:52:55.782Z
sgdpet1,443,26.1990,2025-04-27T17:52:55.782Z
carlor1,443,26.2081,2025-04-27T17:52:55.782Z
parfog1,443,26.2172,2025-04-27T17:52:55.782Z
jelcht1,443,26.2264,2025-04-27T17:52:55.782Z
rdjant1,444,26.2355,2025-04-27T17:52:55.782Z
phbwar1,444,26.2446,2025-04-27T17:52:55.782Z
swapri1,444,26.2538,2025-04-27T17:52:55.782Z
whnsee1,444,26.2629,2025-04-27T17:52:55.782Z
banbar1,445,26.2720,2025-04-27T17:52:55.782Z
cubscy1,445,26.2812,2025-04-27T17:52:55.782Z
suldro1,445,26.2903,2025-04-27T17:52:55.782Z
vibhyl1,445,26.2994,2025-04-27T17:52:55.782Z
javhae1,446,26.3086,2025-04-27T17:52:55.782Z
wbtspi1,446,26.3177,2025-04-27T17:52:55.782Z
babcuc4,447,26.3268,2025-04-27T17:52:55.782Z
gyhgos1,447,26.3360,2025-04-27T17:52:55.782Z
pacrob2,447,26.3451,2025-04-27T17:52:55.782Z
ortspi1,447,26.3543,2025-04-27T17:52:55.782Z
foxcis1,448,26.3634,2025-04-27T17:52:55.782Z
suseag1,449,26.3725,2025-04-27T17:52:55.782Z
brhgre1,449,26.3817,2025-04-27T17:52:55.782Z
dimfan1,449,26.3908,2025-04-27T17:52:55.782Z
sponut1,449,26.3999,2025-04-27T17:52:55.782Z
borcis1,449,26.4091,2025-04-27T17:52:55.782Z
plflor1,450,26.4182,2025-04-27T17:52:55.782Z
rohpar1,450,26.4273,2025-04-27T17:52:55.782Z
batant3,450,26.4365,2025-04-27T17:52:55.782Z
buthil1,451,26.4456,2025-04-27T17:52:55.782Z
inbkin2,451,26.4547,2025-04-27T17:52:55.782Z
somcro2,451,26.4639,2025-04-27T17:52:55.782Z
laweye1,451,26.4730,2025-04-27T17:52:55.782Z
fibflo4,451,26.4821,2025-04-27T17:52:55.782Z
bbfdov2,452,26.4913,2025-04-27T17:52:55.782Z
rewpyt1,452,26.5004,2025-04-27T17:52:55.782Z
mopphe1,453,26.5095,2025-04-27T17:52:55.782Z
purswa4,453,26.5187,2025-04-27T17:52:55.782Z
whbher2,453,26.5278,2025-04-27T17:52:55.782Z
slamon1,453,26.5370,2025-04-27T17:52:55.782Z
scrnig1,454,26.5461,2025-04-27T17:52:55.782Z
dussta1,454,26.5552,2025-04-27T17:52:55.782Z
chbbut2,454,26.5644,2025-04-27T17:52:55.782Z
motwhi1,454,26.5735,2025-04-27T17:52:55.782Z
fulwre1,454,26.5826,2025-04-27T17:52:55.782Z
tafdov1,455,26.5918,2025-04-27T17:52:55.782Z
blacus1,455,26.6009,2025-04-27T17:52:55.782Z
whnroc1,455,26.6100,2025-04-27T17:52:55.782Z
blthon1,456,26.6192,2025-04-27T17:52:55.782Z
rubhon1,456,26.6283,2025-04-27T17:52:55.782Z
brtgra2,456,26.6374,2025-04-27T17:52:55.782Z
cavshe1,457,26.6466,2025-04-27T17:52:55.782Z
publor1,457,26.6557,2025-04-27T17:52:55.782Z
marcre1,457,26.6648,2025-04-27T17:52:55.782Z
lowpel1,457,26.6740,2025-04-27T17:52:55.782Z
blbwoo2,458,26.6831,2025-04-27T17:52:55.782Z
polsta1,458,26.6922,2025-04-27T17:52:55.782Z
fuelon2,459,26.7014,2025-04-27T17:52:55.782Z
btttyr2,461,26.7105,2025-04-27T17:52:55.782Z
yeptit1,461,26.7196,2025-04-27T17:52:55.782Z
turere1,461,26.7288,2025-04-27T17:52:55.782Z
scacha1,461,26.7379,2025-04-27T17:52:55.782Z
rubsho1,461,26.7471,2025-04-27T17:52:55.782Z
pirros1,461,26.7562,2025-04-27T17:52:55.782Z
rutfan1,462,26.7653,2025-04-27T17:52:55.782Z
sictit1,462,26.7745,2025-04-27T17:52:55.782Z
aztthr,462,26.7836,2025-04-27T17:52:55.782Z
slbfin1,462,26.7927,2025-04-27T17:52:55.782Z
cubtin1,463,26.8019,2025-04-27T17:52:55.782Z
rebpit1,463,26.8110,2025-04-27T17:52:55.782Z
yapant1,463,26.8201,2025-04-27T17:52:55.782Z
chbpar1,464,26.8293,2025-04-27T17:52:55.782Z
wespar1,464,26.8384,2025-04-27T17:52:55.782Z
yebpip2,464,26.8475,2025-04-27T17:52:55.782Z
whsibi1,465,26.8567,2025-04-27T17:52:55.782Z
boltap1,465,26.8658,2025-04-27T17:52:55.782Z
sthbrf5,465,26.8749,2025-04-27T17:52:55.782Z
ortsun1,466,26.8841,2025-04-27T17:52:55.782Z
lesmel1,466,26.8932,2025-04-27T17:52:55.782Z
pawind1,466,26.9023,2025-04-27T17:52:55.782Z
sempuf1,467,26.9115,2025-04-27T17:52:55.782Z
blalau1,467,26.9206,2025-04-27T17:52:55.782Z
orttan1,467,26.9298,2025-04-27T17:52:55.782Z
pebcon1,467,26.9389,2025-04-27T17:52:55.782Z
ltgrol1,468,26.9480,2025-04-27T17:52:55.782Z
necwhi2,468,26.9572,2025-04-27T17:52:55.782Z
phinee1,469,26.9663,2025-04-27T17:52:55.782Z
phihae1,469,26.9754,2025-04-27T17:52:55.782Z
sptfla1,469,26.9846,2025-04-27T17:52:55.782Z
ivbpit1,469,26.9937,2025-04-27T17:52:55.782Z
tibfly2,469,27.0028,2025-04-27T17:52:55.782Z
granig3,470,27.0120,2025-04-27T17:52:55.782Z
blbsee2,470,27.0211,2025-04-27T17:52:55.782Z
nkurai1,471,27.0302,2025-04-27T17:52:55.782Z
scbfru1,471,27.0394,2025-04-27T17:52:55.782Z
bucifr1,471,27.0485,2025-04-27T17:52:55.782Z
bltant3,472,27.0576,2025-04-27T17:52:55.782Z
cinmat1,472,27.0668,2025-04-27T17:52:55.782Z
yebbou1,472,27.0759,2025-04-27T17:52:55.782Z
blaber1,472,27.0850,2025-04-27T17:52:55.782Z
whtlar1,472,27.0942,2025-04-27T17:52:55.782Z
pygtit1,472,27.1033,2025-04-27T17:52:55.782Z
zapfly1,473,27.1125,2025-04-27T17:52:55.782Z
rebwhe2,473,27.1216,2025-04-27T17:52:55.782Z
edcsun4,473,27.1307,2025-04-27T17:52:55.782Z
sulwar3,474,27.1399,2025-04-27T17:52:55.782Z
licspi1,475,27.1490,2025-04-27T17:52:55.782Z
fulpar1,475,27.1581,2025-04-27T17:52:55.782Z
harfra3,476,27.1673,2025-04-27T17:52:55.782Z
unstit1,476,27.1764,2025-04-27T17:52:55.782Z
ptipig1,477,27.1855,2025-04-27T17:52:55.782Z
blbbut2,477,27.1947,2025-04-27T17:52:55.782Z
puwrol1,477,27.2038,2025-04-27T17:52:55.782Z
bufscr1,477,27.2129,2025-04-27T17:52:55.782Z
chfbab1,477,27.2221,2025-04-27T17:52:55.782Z
whrbab2,477,27.2312,2025-04-27T17:52:55.782Z
yunnut1,477,27.2403,2025-04-27T17:52:55.782Z
sulhae1,478,27.2495,2025-04-27T17:52:55.782Z
brlwar1,478,27.2586,2025-04-27T17:52:55.782Z
strlau3,478,27.2677,2025-04-27T17:52:55.782Z
lolpip1,478,27.2769,2025-04-27T17:52:55.782Z
speowl2,480,27.2860,2025-04-27T17:52:55.782Z
copqut1,480,27.2951,2025-04-27T17:52:55.782Z
limwrb3,480,27.3043,2025-04-27T17:52:55.782Z
helwoo1,481,27.3134,2025-04-27T17:52:55.782Z
dorcis1,481,27.3226,2025-04-27T17:52:55.782Z
blatin1,482,27.3317,2025-04-27T17:52:55.782Z
hoovis2,482,27.3408,2025-04-27T17:52:55.782Z
sumwre1,482,27.3500,2025-04-27T17:52:55.782Z
nohcuc1,483,27.3591,2025-04-27T17:52:55.782Z
alatyr1,483,27.3682,2025-04-27T17:52:55.782Z
stther1,484,27.3774,2025-04-27T17:52:55.782Z
whbsee2,484,27.3865,2025-04-27T17:52:55.782Z
indmac1,484,27.3956,2025-04-27T17:52:55.782Z
limwrb2,484,27.4048,2025-04-27T17:52:55.782Z
wrbfin1,484,27.4139,2025-04-27T17:52:55.782Z
purnee1,485,27.4230,2025-04-27T17:52:55.782Z
crobab1,485,27.4322,2025-04-27T17:52:55.782Z
blcapa1,485,27.4413,2025-04-27T17:52:55.782Z
arfhon1,486,27.4504,2025-04-27T17:52:55.782Z
golcus1,486,27.4596,2025-04-27T17:52:55.782Z
fisgre1,486,27.4687,2025-04-27T17:52:55.782Z
barwar,486,27.4778,2025-04-27T17:52:55.782Z
berpet,487,27.4870,2025-04-27T17:52:55.782Z
letwar1,487,27.4961,2025-04-27T17:52:55.782Z
spibab1,487,27.5053,2025-04-27T17:52:55.782Z
rutsha2,487,27.5144,2025-04-27T17:52:55.782Z
blhsun1,488,27.5235,2025-04-27T17:52:55.782Z
auisha1,488,27.5327,2025-04-27T17:52:55.782Z
rufant11,488,27.5418,2025-04-27T17:52:55.782Z
dwafrd1,491,27.5509,2025-04-27T17:52:55.782Z
abttyr1,491,27.5601,2025-04-27T17:52:55.782Z
whctur1,493,27.5692,2025-04-27T17:52:55.782Z
mofsco1,493,27.5783,2025-04-27T17:52:55.782Z
shtlar1,493,27.5875,2025-04-27T17:52:55.782Z
ashflo1,493,27.5966,2025-04-27T17:52:55.782Z
mogjay1,494,27.6057,2025-04-27T17:52:55.782Z
titber1,495,27.6149,2025-04-27T17:52:55.782Z
susowl1,496,27.6240,2025-04-27T17:52:55.782Z
rufant4,496,27.6331,2025-04-27T17:52:55.782Z
easwah1,496,27.6423,2025-04-27T17:52:55.782Z
reccro1,496,27.6514,2025-04-27T17:52:55.782Z
wbwbab1,496,27.6605,2025-04-27T17:52:55.782Z
whchor4,498,27.6697,2025-04-27T17:52:55.782Z
bahspi1,498,27.6788,2025-04-27T17:52:55.782Z
glbbec1,498,27.6880,2025-04-27T17:52:55.782Z
amasun2,498,27.6971,2025-04-27T17:52:55.782Z
barhob2,500,27.7062,2025-04-27T17:52:55.782Z
gufgle1,500,27.7154,2025-04-27T17:52:55.782Z
wbipig1,501,27.7245,2025-04-27T17:52:55.782Z
semhaw2,501,27.7336,2025-04-27T17:52:55.782Z
fuebou1,501,27.7428,2025-04-27T17:52:55.782Z
wbopar1,501,27.7519,2025-04-27T17:52:55.782Z
yebgre3,501,27.7610,2025-04-27T17:52:55.782Z
rufcra2,502,27.7702,2025-04-27T17:52:55.782Z
litshe1,502,27.7793,2025-04-27T17:52:55.782Z
ciftyr1,502,27.7884,2025-04-27T17:52:55.782Z
descha1,502,27.7976,2025-04-27T17:52:55.782Z
brotwi1,502,27.8067,2025-04-27T17:52:55.782Z
gyhfrd1,503,27.8158,2025-04-27T17:52:55.782Z
blbbar2,503,27.8250,2025-04-27T17:52:55.782Z
perthi1,503,27.8341,2025-04-27T17:52:55.782Z
limwrb4,503,27.8432,2025-04-27T17:52:55.782Z
wtstyr1,504,27.8524,2025-04-27T17:52:55.782Z
coipig1,505,27.8615,2025-04-27T17:52:55.782Z
lickin2,505,27.8706,2025-04-27T17:52:55.782Z
somcou1,506,27.8798,2025-04-27T17:52:55.782Z
gospar1,506,27.8889,2025-04-27T17:52:55.782Z
empfai1,506,27.8981,2025-04-27T17:52:55.782Z
brbwar2,506,27.9072,2025-04-27T17:52:55.782Z
kasnut1,506,27.9163,2025-04-27T17:52:55.782Z
coseag1,507,27.9255,2025-04-27T17:52:55.782Z
maspar2,507,27.9346,2025-04-27T17:52:55.782Z
galrai1,508,27.9437,2025-04-27T17:52:55.782Z
sctcan1,508,27.9529,2025-04-27T17:52:55.782Z
bahyel1,508,27.9620,2025-04-27T17:52:55.782Z
pabmou1,509,27.9711,2025-04-27T17:52:55.782Z
hibfly4,509,27.9803,2025-04-27T17:52:55.782Z
barowl5,511,27.9894,2025-04-27T17:52:55.782Z
sitjay1,511,27.9985,2025-04-27T17:52:55.782Z
ashbab1,511,28.0077,2025-04-27T17:52:55.782Z
whiauk,512,28.0168,2025-04-27T17:52:55.782Z
timfri1,512,28.0259,2025-04-27T17:52:55.782Z
negcus1,512,28.0351,2025-04-27T17:52:55.782Z
margra1,512,28.0442,2025-04-27T17:52:55.782Z
rtpthr1,512,28.0533,2025-04-27T17:52:55.782Z
spipig1,513,28.0625,2025-04-27T17:52:55.782Z
afgowl1,513,28.0716,2025-04-27T17:52:55.782Z
eunhon1,513,28.0808,2025-04-27T17:52:55.782Z
whnmyn1,513,28.0899,2025-04-27T17:52:55.782Z
wfcdov1,514,28.0990,2025-04-27T17:52:55.782Z
kaynig1,514,28.1082,2025-04-27T17:52:55.782Z
spwpar2,514,28.1173,2025-04-27T17:52:55.782Z
livfly1,514,28.1264,2025-04-27T17:52:55.782Z
roysun1,515,28.1356,2025-04-27T17:52:55.782Z
litshe4,515,28.1447,2025-04-27T17:52:55.782Z
speful1,515,28.1538,2025-04-27T17:52:55.782Z
gepphe1,516,28.1630,2025-04-27T17:52:55.782Z
tumfin1,516,28.1721,2025-04-27T17:52:55.782Z
banpit4,517,28.1812,2025-04-27T17:52:55.782Z
darnew1,517,28.1904,2025-04-27T17:52:55.782Z
ocbpip1,517,28.1995,2025-04-27T17:52:55.782Z
madpra1,518,28.2086,2025-04-27T17:52:55.782Z
todsir1,518,28.2178,2025-04-27T17:52:55.782Z
souhyl1,518,28.2269,2025-04-27T17:52:55.782Z
pfbwar1,519,28.2360,2025-04-27T17:52:55.782Z
perwre1,519,28.2452,2025-04-27T17:52:55.782Z
bobfly2,519,28.2543,2025-04-27T17:52:55.782Z
whwpot1,520,28.2635,2025-04-27T17:52:55.782Z
malpar2,520,28.2726,2025-04-27T17:52:55.782Z
whtbab1,520,28.2817,2025-04-27T17:52:55.782Z
scathr5,520,28.2909,2025-04-27T17:52:55.782Z
dbipig1,521,28.3000,2025-04-27T17:52:55.782Z
shoplo1,521,28.3091,2025-04-27T17:52:55.782Z
jerbus1,521,28.3183,2025-04-27T17:52:55.782Z
tibser1,521,28.3274,2025-04-27T17:52:55.782Z
bawkin1,522,28.3365,2025-04-27T17:52:55.782Z
copphe1,524,28.3457,2025-04-27T17:52:55.782Z
apubrf1,524,28.3548,2025-04-27T17:52:55.782Z
bfweye1,525,28.3639,2025-04-27T17:52:55.782Z
whshon1,526,28.3731,2025-04-27T17:52:55.782Z
yermun1,526,28.3822,2025-04-27T17:52:55.782Z
bkffir1,526,28.3913,2025-04-27T17:52:55.782Z
wectan1,526,28.4005,2025-04-27T17:52:55.782Z
ruhtai2,527,28.4096,2025-04-27T17:52:55.782Z
javtes1,527,28.4187,2025-04-27T17:52:55.782Z
marbab2,527,28.4279,2025-04-27T17:52:55.782Z
blfrob1,527,28.4370,2025-04-27T17:52:55.782Z
mirthr1,527,28.4461,2025-04-27T17:52:55.782Z
spoowl,528,28.4553,2025-04-27T17:52:55.782Z
evethr1,528,28.4644,2025-04-27T17:52:55.782Z
rayfin1,528,28.4736,2025-04-27T17:52:55.782Z
dawmin1,529,28.4827,2025-04-27T17:52:55.782Z
rufcis1,529,28.4918,2025-04-27T17:52:55.782Z
