species_code,n_records,percentile,last_sync
yecred1,3388,54.8918,2025-04-27T17:52:55.782Z
magant1,3390,54.9009,2025-04-27T17:52:55.782Z
jamvir1,3390,54.9100,2025-04-27T17:52:55.782Z
soobar2,3391,54.9192,2025-04-27T17:52:55.782Z
lbesta1,3396,54.9283,2025-04-27T17:52:55.782Z
blccor1,3399,54.9374,2025-04-27T17:52:55.782Z
elecre1,3400,54.9466,2025-04-27T17:52:55.782Z
murpet,3401,54.9557,2025-04-27T17:52:55.782Z
whttin1,3407,54.9648,2025-04-27T17:52:55.782Z
madcuc1,3411,54.9740,2025-04-27T17:52:55.782Z
oracha1,3414,54.9831,2025-04-27T17:52:55.782Z
goceme1,3419,54.9922,2025-04-27T17:52:55.782Z
whncro1,3421,55.0014,2025-04-27T17:52:55.782Z
mouant1,3422,55.0105,2025-04-27T17:52:55.782Z
ruclau1,3423,55.0196,2025-04-27T17:52:55.782Z
taifis1,3426,55.0288,2025-04-27T17:52:55.782Z
copowl1,3427,55.0379,2025-04-27T17:52:55.782Z
pomcot1,3427,55.0470,2025-04-27T17:52:55.782Z
cabgre1,3429,55.0562,2025-04-27T17:52:55.782Z
ecutyr1,3430,55.0653,2025-04-27T17:52:55.782Z
stcspi1,3431,55.0744,2025-04-27T17:52:55.782Z
ausbit1,3435,55.0836,2025-04-27T17:52:55.782Z
tatlea1,3435,55.0927,2025-04-27T17:52:55.782Z
yefpar5,3437,55.1019,2025-04-27T17:52:55.782Z
cubgra,3438,55.1110,2025-04-27T17:52:55.782Z
buchor1,3442,55.1201,2025-04-27T17:52:55.782Z
potpal1,3445,55.1293,2025-04-27T17:52:55.782Z
chclau3,3450,55.1384,2025-04-27T17:52:55.782Z
galhaw1,3455,55.1475,2025-04-27T17:52:55.782Z
blacin1,3456,55.1567,2025-04-27T17:52:55.782Z
gyfhon1,3456,55.1658,2025-04-27T17:52:55.782Z
vitsta1,3459,55.1749,2025-04-27T17:52:55.782Z
bograi1,3465,55.1841,2025-04-27T17:52:55.782Z
gabbou1,3468,55.1932,2025-04-27T17:52:55.782Z
indyuh1,3469,55.2023,2025-04-27T17:52:55.782Z
whbpur1,3470,55.2115,2025-04-27T17:52:55.782Z
semfly1,3470,55.2206,2025-04-27T17:52:55.782Z
whccoq1,3473,55.2297,2025-04-27T17:52:55.782Z
phimar1,3474,55.2389,2025-04-27T17:52:55.782Z
strpip1,3474,55.2480,2025-04-27T17:52:55.782Z
watcra2,3477,55.2571,2025-04-27T17:52:55.782Z
rudapa1,3477,55.2663,2025-04-27T17:52:55.782Z
easmog1,3477,55.2754,2025-04-27T17:52:55.782Z
piehon1,3484,55.2846,2025-04-27T17:52:55.782Z
buftuf3,3497,55.2937,2025-04-27T17:52:55.782Z
hareag1,3499,55.3028,2025-04-27T17:52:55.782Z
andhil3,3500,55.3120,2025-04-27T17:52:55.782Z
recbar1,3501,55.3211,2025-04-27T17:52:55.782Z
gocfly1,3501,55.3302,2025-04-27T17:52:55.782Z
robacc1,3503,55.3394,2025-04-27T17:52:55.782Z
plover4,3504,55.3485,2025-04-27T17:52:55.782Z
bncbab1,3512,55.3576,2025-04-27T17:52:55.782Z
stbtre1,3516,55.3668,2025-04-27T17:52:55.782Z
temsun1,3518,55.3759,2025-04-27T17:52:55.782Z
turcot1,3520,55.3850,2025-04-27T17:52:55.782Z
blsrob1,3524,55.3942,2025-04-27T17:52:55.782Z
dusmun1,3525,55.4033,2025-04-27T17:52:55.782Z
cowfin1,3528,55.4124,2025-04-27T17:52:55.782Z
pilotb1,3529,55.4216,2025-04-27T17:52:55.782Z
habbar1,3530,55.4307,2025-04-27T17:52:55.782Z
rtpgua1,3532,55.4398,2025-04-27T17:52:55.782Z
laypar1,3533,55.4490,2025-04-27T17:52:55.782Z
stcspa3,3534,55.4581,2025-04-27T17:52:55.782Z
scbpar1,3536,55.4673,2025-04-27T17:52:55.782Z
brbhum2,3537,55.4764,2025-04-27T17:52:55.782Z
gycgre1,3537,55.4855,2025-04-27T17:52:55.782Z
whlgna3,3538,55.4947,2025-04-27T17:52:55.782Z
blanun1,3543,55.5038,2025-04-27T17:52:55.782Z
oltwar1,3552,55.5129,2025-04-27T17:52:55.782Z
wheori1,3552,55.5221,2025-04-27T17:52:55.782Z
pattyr3,3553,55.5312,2025-04-27T17:52:55.782Z
puchum1,3554,55.5403,2025-04-27T17:52:55.782Z
moubar2,3556,55.5495,2025-04-27T17:52:55.782Z
ructan3,3556,55.5586,2025-04-27T17:52:55.782Z
orntin1,3560,55.5677,2025-04-27T17:52:55.782Z
batnig1,3560,55.5769,2025-04-27T17:52:55.782Z
srlscb1,3560,55.5860,2025-04-27T17:52:55.782Z
dbwqua1,3562,55.5951,2025-04-27T17:52:55.782Z
cooswi1,3566,55.6043,2025-04-27T17:52:55.782Z
platyr1,3566,55.6134,2025-04-27T17:52:55.782Z
bowsht1,3569,55.6225,2025-04-27T17:52:55.782Z
burwoo1,3570,55.6317,2025-04-27T17:52:55.782Z
gospic1,3573,55.6408,2025-04-27T17:52:55.782Z
verbar1,3577,55.6499,2025-04-27T17:52:55.782Z
soccor1,3578,55.6591,2025-04-27T17:52:55.782Z
crbdro1,3580,55.6682,2025-04-27T17:52:55.782Z
strthr1,3580,55.6774,2025-04-27T17:52:55.782Z
sthbrf4,3581,55.6865,2025-04-27T17:52:55.782Z
burwoo3,3587,55.6956,2025-04-27T17:52:55.782Z
rubkin1,3588,55.7048,2025-04-27T17:52:55.782Z
grbhum1,3591,55.7139,2025-04-27T17:52:55.782Z
wbhori1,3591,55.7230,2025-04-27T17:52:55.782Z
sstlar4,3596,55.7322,2025-04-27T17:52:55.782Z
whtgol1,3597,55.7413,2025-04-27T17:52:55.782Z
cypwhe1,3597,55.7504,2025-04-27T17:52:55.782Z
blhant1,3598,55.7596,2025-04-27T17:52:55.782Z
ashtyr1,3598,55.7687,2025-04-27T17:52:55.782Z
orisal1,3599,55.7778,2025-04-27T17:52:55.782Z
sicant1,3600,55.7870,2025-04-27T17:52:55.782Z
chepic1,3602,55.7961,2025-04-27T17:52:55.782Z
grytin1,3605,55.8052,2025-04-27T17:52:55.782Z
jameup1,3609,55.8144,2025-04-27T17:52:55.782Z
berant1,3611,55.8235,2025-04-27T17:52:55.782Z
bctspi1,3611,55.8326,2025-04-27T17:52:55.782Z
whbpar1,3615,55.8418,2025-04-27T17:52:55.782Z
stbsta1,3620,55.8509,2025-04-27T17:52:55.782Z
nephom1,3625,55.8601,2025-04-27T17:52:55.782Z
rubswa1,3627,55.8692,2025-04-27T17:52:55.782Z
paisan1,3628,55.8783,2025-04-27T17:52:55.782Z
cotcou1,3632,55.8875,2025-04-27T17:52:55.782Z
opctan1,3632,55.8966,2025-04-27T17:52:55.782Z
gowspa1,3634,55.9057,2025-04-27T17:52:55.782Z
whtcac2,3638,55.9149,2025-04-27T17:52:55.782Z
shteme1,3639,55.9240,2025-04-27T17:52:55.782Z
milsto1,3645,55.9331,2025-04-27T17:52:55.782Z
gawhum1,3648,55.9423,2025-04-27T17:52:55.782Z
lowant1,3653,55.9514,2025-04-27T17:52:55.782Z
kvbsun1,3654,55.9605,2025-04-27T17:52:55.782Z
fescoq3,3655,55.9697,2025-04-27T17:52:55.782Z
rufbri1,3655,55.9788,2025-04-27T17:52:55.782Z
slbkit1,3663,55.9879,2025-04-27T17:52:55.782Z
spbant6,3664,55.9971,2025-04-27T17:52:55.782Z
dorcht1,3664,56.0062,2025-04-27T17:52:55.782Z
ocrant1,3667,56.0153,2025-04-27T17:52:55.782Z
ncbeat1,3670,56.0245,2025-04-27T17:52:55.782Z
sucant1,3670,56.0336,2025-04-27T17:52:55.782Z
ruftre3,3674,56.0428,2025-04-27T17:52:55.782Z
chhlau1,3676,56.0519,2025-04-27T17:52:55.782Z
beawoo2,3679,56.0610,2025-04-27T17:52:55.782Z
blbant2,3680,56.0702,2025-04-27T17:52:55.782Z
capsis2,3683,56.0793,2025-04-27T17:52:55.782Z
whlspi1,3687,56.0884,2025-04-27T17:52:55.782Z
pygsun2,3689,56.0976,2025-04-27T17:52:55.782Z
brcfly4,3693,56.1067,2025-04-27T17:52:55.782Z
comjer1,3693,56.1158,2025-04-27T17:52:55.782Z
chwbab1,3697,56.1250,2025-04-27T17:52:55.782Z
btbsun2,3698,56.1341,2025-04-27T17:52:55.782Z
rufbab2,3701,56.1432,2025-04-27T17:52:55.782Z
scathr8,3701,56.1524,2025-04-27T17:52:55.782Z
fislov1,3705,56.1615,2025-04-27T17:52:55.782Z
dobcou2,3723,56.1706,2025-04-27T17:52:55.782Z
chequt1,3724,56.1798,2025-04-27T17:52:55.782Z
sntkin1,3726,56.1889,2025-04-27T17:52:55.782Z
mouwar2,3727,56.1980,2025-04-27T17:52:55.782Z
salwar1,3729,56.2072,2025-04-27T17:52:55.782Z
necspi1,3732,56.2163,2025-04-27T17:52:55.782Z
whbspi2,3734,56.2254,2025-04-27T17:52:55.782Z
bltsta1,3735,56.2346,2025-04-27T17:52:55.782Z
blubus1,3740,56.2437,2025-04-27T17:52:55.782Z
bkcmon1,3747,56.2529,2025-04-27T17:52:55.782Z
bcatan1,3752,56.2620,2025-04-27T17:52:55.782Z
grywrw1,3754,56.2711,2025-04-27T17:52:55.782Z
chbgua1,3755,56.2803,2025-04-27T17:52:55.782Z
pltant1,3755,56.2894,2025-04-27T17:52:55.782Z
vebtyr1,3757,56.2985,2025-04-27T17:52:55.782Z
sposan1,3760,56.3077,2025-04-27T17:52:55.782Z
grtjac1,3762,56.3168,2025-04-27T17:52:55.782Z
masmar1,3764,56.3259,2025-04-27T17:52:55.782Z
baseag1,3767,56.3351,2025-04-27T17:52:55.782Z
vinros3,3767,56.3442,2025-04-27T17:52:55.782Z
piphor1,3778,56.3533,2025-04-27T17:52:55.782Z
runhor1,3779,56.3625,2025-04-27T17:52:55.782Z
gysbuw1,3780,56.3716,2025-04-27T17:52:55.782Z
desspa1,3780,56.3807,2025-04-27T17:52:55.782Z
bncrai1,3781,56.3899,2025-04-27T17:52:55.782Z
whhsta2,3782,56.3990,2025-04-27T17:52:55.782Z
gyhwoo1,3785,56.4081,2025-04-27T17:52:55.782Z
shbtre1,3785,56.4173,2025-04-27T17:52:55.782Z
chbbun1,3785,56.4264,2025-04-27T17:52:55.782Z
vahsun1,3790,56.4356,2025-04-27T17:52:55.782Z
grbwre1,3791,56.4447,2025-04-27T17:52:55.782Z
broacc1,3791,56.4538,2025-04-27T17:52:55.782Z
licsan1,3792,56.4630,2025-04-27T17:52:55.782Z
yetful1,3799,56.4721,2025-04-27T17:52:55.782Z
gortan1,3800,56.4812,2025-04-27T17:52:55.782Z
pafeag1,3801,56.4904,2025-04-27T17:52:55.782Z
madwhe1,3803,56.4995,2025-04-27T17:52:55.782Z
moubuz3,3806,56.5086,2025-04-27T17:52:55.782Z
sifcis1,3807,56.5178,2025-04-27T17:52:55.782Z
bawwar1,3809,56.5269,2025-04-27T17:52:55.782Z
galpen1,3810,56.5360,2025-04-27T17:52:55.782Z
blhpar3,3816,56.5452,2025-04-27T17:52:55.782Z
hawcre,3816,56.5543,2025-04-27T17:52:55.782Z
gorsun1,3821,56.5634,2025-04-27T17:52:55.782Z
blbrol1,3822,56.5726,2025-04-27T17:52:55.782Z
whsflu1,3833,56.5817,2025-04-27T17:52:55.782Z
madkes1,3833,56.5908,2025-04-27T17:52:55.782Z
rufcan1,3836,56.6000,2025-04-27T17:52:55.782Z
karlar2,3839,56.6091,2025-04-27T17:52:55.782Z
yesbar1,3844,56.6183,2025-04-27T17:52:55.782Z
litbut1,3852,56.6274,2025-04-27T17:52:55.782Z
gsbfin1,3854,56.6365,2025-04-27T17:52:55.782Z
motspi1,3858,56.6457,2025-04-27T17:52:55.782Z
capowl1,3858,56.6548,2025-04-27T17:52:55.782Z
oligre1,3860,56.6639,2025-04-27T17:52:55.782Z
bumhum,3861,56.6731,2025-04-27T17:52:55.782Z
hispar,3861,56.6822,2025-04-27T17:52:55.782Z
grbtou1,3864,56.6913,2025-04-27T17:52:55.782Z
rurant1,3865,56.7005,2025-04-27T17:52:55.782Z
anpowl1,3867,56.7096,2025-04-27T17:52:55.782Z
gytbar1,3870,56.7187,2025-04-27T17:52:55.782Z
ivbara1,3872,56.7279,2025-04-27T17:52:55.782Z
wanalb1,3875,56.7370,2025-04-27T17:52:55.782Z
uniant1,3878,56.7461,2025-04-27T17:52:55.782Z
ovaspa2,3879,56.7553,2025-04-27T17:52:55.782Z
cupowl1,3891,56.7644,2025-04-27T17:52:55.782Z
adepen1,3894,56.7735,2025-04-27T17:52:55.782Z
runlau1,3895,56.7827,2025-04-27T17:52:55.782Z
whbneg2,3895,56.7918,2025-04-27T17:52:55.782Z
colfal1,3896,56.8010,2025-04-27T17:52:55.782Z
whttap1,3899,56.8101,2025-04-27T17:52:55.782Z
unijay1,3899,56.8192,2025-04-27T17:52:55.782Z
lazsab1,3900,56.8284,2025-04-27T17:52:55.782Z
chebun1,3900,56.8375,2025-04-27T17:52:55.782Z
pltcot1,3901,56.8466,2025-04-27T17:52:55.782Z
bkcbab2,3902,56.8558,2025-04-27T17:52:55.782Z
orange1,3903,56.8649,2025-04-27T17:52:55.782Z
mobfin1,3906,56.8740,2025-04-27T17:52:55.782Z
whncra1,3914,56.8832,2025-04-27T17:52:55.782Z
livtur1,3916,56.8923,2025-04-27T17:52:55.782Z
refpar3,3916,56.9014,2025-04-27T17:52:55.782Z
norsla1,3918,56.9106,2025-04-27T17:52:55.782Z
buspet1,3918,56.9197,2025-04-27T17:52:55.782Z
bkhcan2,3918,56.9288,2025-04-27T17:52:55.782Z
nicgra1,3921,56.9380,2025-04-27T17:52:55.782Z
blfsan1,3923,56.9471,2025-04-27T17:52:55.782Z
yespet1,3930,56.9562,2025-04-27T17:52:55.782Z
rbbeat1,3932,56.9654,2025-04-27T17:52:55.782Z
strwoo5,3932,56.9745,2025-04-27T17:52:55.782Z
bkfibi2,3939,56.9836,2025-04-27T17:52:55.782Z
tricis1,3943,56.9928,2025-04-27T17:52:55.782Z
whtnig1,3944,57.0019,2025-04-27T17:52:55.782Z
sibbro3,3945,57.0111,2025-04-27T17:52:55.782Z
mouful1,3949,57.0202,2025-04-27T17:52:55.782Z
ruccoq1,3950,57.0293,2025-04-27T17:52:55.782Z
gagtan1,3950,57.0385,2025-04-27T17:52:55.782Z
iscdov1,3951,57.0476,2025-04-27T17:52:55.782Z
yeggro1,3951,57.0567,2025-04-27T17:52:55.782Z
gycful5,3952,57.0659,2025-04-27T17:52:55.782Z
lahfla2,3953,57.0750,2025-04-27T17:52:55.782Z
scawoo1,3954,57.0841,2025-04-27T17:52:55.782Z
grenig1,3957,57.0933,2025-04-27T17:52:55.782Z
latnig1,3959,57.1024,2025-04-27T17:52:55.782Z
xanhum,3959,57.1115,2025-04-27T17:52:55.782Z
vartit3,3964,57.1207,2025-04-27T17:52:55.782Z
bknwea1,3964,57.1298,2025-04-27T17:52:55.782Z
growoo1,3970,57.1389,2025-04-27T17:52:55.782Z
blflan1,3971,57.1481,2025-04-27T17:52:55.782Z
papfro1,3972,57.1572,2025-04-27T17:52:55.782Z
jamfla1,3973,57.1663,2025-04-27T17:52:55.782Z
bubpak1,3973,57.1755,2025-04-27T17:52:55.782Z
snttyr2,3979,57.1846,2025-04-27T17:52:55.782Z
banhon1,3979,57.1938,2025-04-27T17:52:55.782Z
andflo1,3984,57.2029,2025-04-27T17:52:55.782Z
fespar1,3991,57.2120,2025-04-27T17:52:55.782Z
chhtan1,3992,57.2212,2025-04-27T17:52:55.782Z
gybspi2,3994,57.2303,2025-04-27T17:52:55.782Z
blbfor1,3995,57.2394,2025-04-27T17:52:55.782Z
plbant1,3996,57.2486,2025-04-27T17:52:55.782Z
smtfin1,4003,57.2577,2025-04-27T17:52:55.782Z
erttyr1,4006,57.2668,2025-04-27T17:52:55.782Z
tabsee1,4006,57.2760,2025-04-27T17:52:55.782Z
cawfin1,4010,57.2851,2025-04-27T17:52:55.782Z
brbant1,4011,57.2942,2025-04-27T17:52:55.782Z
babowl1,4012,57.3034,2025-04-27T17:52:55.782Z
raytan1,4013,57.3125,2025-04-27T17:52:55.782Z
slbfin3,4018,57.3216,2025-04-27T17:52:55.782Z
ducatt1,4025,57.3308,2025-04-27T17:52:55.782Z
bubwar2,4025,57.3399,2025-04-27T17:52:55.782Z
whhbar1,4034,57.3490,2025-04-27T17:52:55.782Z
bltbri1,4036,57.3582,2025-04-27T17:52:55.782Z
scbtan2,4036,57.3673,2025-04-27T17:52:55.782Z
whbtit5,4037,57.3765,2025-04-27T17:52:55.782Z
manhum1,4046,57.3856,2025-04-27T17:52:55.782Z
pavcuc1,4048,57.3947,2025-04-27T17:52:55.782Z
grrspa1,4050,57.4039,2025-04-27T17:52:55.782Z
caicha1,4054,57.4130,2025-04-27T17:52:55.782Z
recswa1,4056,57.4221,2025-04-27T17:52:55.782Z
stopar1,4057,57.4313,2025-04-27T17:52:55.782Z
afbowl1,4062,57.4404,2025-04-27T17:52:55.782Z
gyctit1,4067,57.4495,2025-04-27T17:52:55.782Z
godbun1,4068,57.4587,2025-04-27T17:52:55.782Z
chotap1,4070,57.4678,2025-04-27T17:52:55.782Z
voljun1,4071,57.4769,2025-04-27T17:52:55.782Z
guityr1,4076,57.4861,2025-04-27T17:52:55.782Z
yucwre1,4077,57.4952,2025-04-27T17:52:55.782Z
wrenth1,4082,57.5043,2025-04-27T17:52:55.782Z
afrcit1,4087,57.5135,2025-04-27T17:52:55.782Z
soatan1,4087,57.5226,2025-04-27T17:52:55.782Z
olibul1,4088,57.5317,2025-04-27T17:52:55.782Z
tobhum1,4089,57.5409,2025-04-27T17:52:55.782Z
crefin1,4089,57.5500,2025-04-27T17:52:55.782Z
orceup1,4090,57.5591,2025-04-27T17:52:55.782Z
oilbir1,4102,57.5683,2025-04-27T17:52:55.782Z
chcsta1,4113,57.5774,2025-04-27T17:52:55.782Z
slbwea1,4114,57.5866,2025-04-27T17:52:55.782Z
dusrob1,4117,57.5957,2025-04-27T17:52:55.782Z
heptyr1,4118,57.6048,2025-04-27T17:52:55.782Z
stitch1,4120,57.6140,2025-04-27T17:52:55.782Z
bsbeye1,4123,57.6231,2025-04-27T17:52:55.782Z
rinwoo1,4125,57.6322,2025-04-27T17:52:55.782Z
elequa,4133,57.6414,2025-04-27T17:52:55.782Z
arapar1,4134,57.6505,2025-04-27T17:52:55.782Z
whcpri2,4135,57.6596,2025-04-27T17:52:55.782Z
bnnpar2,4138,57.6688,2025-04-27T17:52:55.782Z
chewea1,4142,57.6779,2025-04-27T17:52:55.782Z
plcgrt1,4144,57.6870,2025-04-27T17:52:55.782Z
bubgro2,4146,57.6962,2025-04-27T17:52:55.782Z
olccre1,4147,57.7053,2025-04-27T17:52:55.782Z
varind1,4147,57.7144,2025-04-27T17:52:55.782Z
sctlea1,4148,57.7236,2025-04-27T17:52:55.782Z
pacblf1,4148,57.7327,2025-04-27T17:52:55.782Z
ongtyr1,4151,57.7418,2025-04-27T17:52:55.782Z
gybsht1,4151,57.7510,2025-04-27T17:52:55.782Z
rufant7,4157,57.7601,2025-04-27T17:52:55.782Z
dbptyr1,4157,57.7693,2025-04-27T17:52:55.782Z
leapew1,4161,57.7784,2025-04-27T17:52:55.782Z
rudkin1,4172,57.7875,2025-04-27T17:52:55.782Z
batlar1,4173,57.7967,2025-04-27T17:52:55.782Z
undant1,4174,57.8058,2025-04-27T17:52:55.782Z
cibgrt1,4174,57.8149,2025-04-27T17:52:55.782Z
pedpet1,4180,57.8241,2025-04-27T17:52:55.782Z
sharpb1,4181,57.8332,2025-04-27T17:52:55.782Z
gyhhon1,4187,57.8423,2025-04-27T17:52:55.782Z
whtjay2,4188,57.8515,2025-04-27T17:52:55.782Z
dabros1,4189,57.8606,2025-04-27T17:52:55.782Z
blcbec1,4195,57.8697,2025-04-27T17:52:55.782Z
bawfly1,4207,57.8789,2025-04-27T17:52:55.782Z
eurmag3,4207,57.8880,2025-04-27T17:52:55.782Z
whbpic3,4210,57.8971,2025-04-27T17:52:55.782Z
grswoo1,4210,57.9063,2025-04-27T17:52:55.782Z
shtibi1,4216,57.9154,2025-04-27T17:52:55.782Z
whtfly1,4216,57.9245,2025-04-27T17:52:55.782Z
andfla2,4218,57.9337,2025-04-27T17:52:55.782Z
bkbkit1,4227,57.9428,2025-04-27T17:52:55.782Z
lavwax,4232,57.9520,2025-04-27T17:52:55.782Z
creauk,4236,57.9611,2025-04-27T17:52:55.782Z
scafru1,4238,57.9702,2025-04-27T17:52:55.782Z
retthr1,4239,57.9794,2025-04-27T17:52:55.782Z
besbab1,4241,57.9885,2025-04-27T17:52:55.782Z
unifin1,4241,57.9976,2025-04-27T17:52:55.782Z
bouwre1,4246,58.0068,2025-04-27T17:52:55.782Z
bansti1,4248,58.0159,2025-04-27T17:52:55.782Z
punmin1,4248,58.0250,2025-04-27T17:52:55.782Z
pertyr1,4250,58.0342,2025-04-27T17:52:55.782Z
norgre1,4252,58.0433,2025-04-27T17:52:55.782Z
caugua1,4260,58.0524,2025-04-27T17:52:55.782Z
marowl2,4267,58.0616,2025-04-27T17:52:55.782Z
partap2,4268,58.0707,2025-04-27T17:52:55.782Z
obbfin1,4268,58.0798,2025-04-27T17:52:55.782Z
raybar1,4276,58.0890,2025-04-27T17:52:55.782Z
crcspi1,4282,58.0981,2025-04-27T17:52:55.782Z
coleto1,4283,58.1072,2025-04-27T17:52:55.782Z
yebant2,4289,58.1164,2025-04-27T17:52:55.782Z
amupaf1,4289,58.1255,2025-04-27T17:52:55.782Z
afrski1,4291,58.1346,2025-04-27T17:52:55.782Z
yebbar1,4291,58.1438,2025-04-27T17:52:55.782Z
pershe2,4293,58.1529,2025-04-27T17:52:55.782Z
higtin1,4294,58.1621,2025-04-27T17:52:55.782Z
bicant3,4295,58.1712,2025-04-27T17:52:55.782Z
whcter1,4303,58.1803,2025-04-27T17:52:55.782Z
ducgre1,4307,58.1895,2025-04-27T17:52:55.782Z
spqthr1,4309,58.1986,2025-04-27T17:52:55.782Z
bkcbul2,4309,58.2077,2025-04-27T17:52:55.782Z
blaant1,4310,58.2169,2025-04-27T17:52:55.782Z
empgoo,4311,58.2260,2025-04-27T17:52:55.782Z
rutpar1,4314,58.2351,2025-04-27T17:52:55.782Z
crcgro,4314,58.2443,2025-04-27T17:52:55.782Z
unitre1,4315,58.2534,2025-04-27T17:52:55.782Z
wbbrob1,4321,58.2625,2025-04-27T17:52:55.782Z
humwhe2,4326,58.2717,2025-04-27T17:52:55.782Z
wardor1,4327,58.2808,2025-04-27T17:52:55.782Z
soosla1,4334,58.2899,2025-04-27T17:52:55.782Z
gnbger1,4334,58.2991,2025-04-27T17:52:55.782Z
vabtyr1,4335,58.3082,2025-04-27T17:52:55.782Z
wfqdov1,4339,58.3173,2025-04-27T17:52:55.782Z
bnbkin1,4341,58.3265,2025-04-27T17:52:55.782Z
hartur1,4345,58.3356,2025-04-27T17:52:55.782Z
lohrai1,4345,58.3448,2025-04-27T17:52:55.782Z
boptyr1,4345,58.3539,2025-04-27T17:52:55.782Z
daujac1,4355,58.3630,2025-04-27T17:52:55.782Z
letbar1,4357,58.3722,2025-04-27T17:52:55.782Z
blafal1,4365,58.3813,2025-04-27T17:52:55.782Z
gyhsow1,4365,58.3904,2025-04-27T17:52:55.782Z
sirnee1,4366,58.3996,2025-04-27T17:52:55.782Z
ruvtit2,4366,58.4087,2025-04-27T17:52:55.782Z
pregrs2,4371,58.4178,2025-04-27T17:52:55.782Z
schtur1,4390,58.4270,2025-04-27T17:52:55.782Z
viotur1,4392,58.4361,2025-04-27T17:52:55.782Z
rutbuh1,4393,58.4452,2025-04-27T17:52:55.782Z
btweye1,4397,58.4544,2025-04-27T17:52:55.782Z
taibuw1,4398,58.4635,2025-04-27T17:52:55.782Z
whwsco1,4399,58.4726,2025-04-27T17:52:55.782Z
blcwax2,4399,58.4818,2025-04-27T17:52:55.782Z
olbtai1,4401,58.4909,2025-04-27T17:52:55.782Z
brobul1,4401,58.5000,2025-04-27T17:52:55.782Z
lefeag1,4403,58.5092,2025-04-27T17:52:55.782Z
spwant3,4403,58.5183,2025-04-27T17:52:55.782Z
bkrwax,4403,58.5275,2025-04-27T17:52:55.782Z
yeswid2,4404,58.5366,2025-04-27T17:52:55.782Z
sthbrf1,4407,58.5457,2025-04-27T17:52:55.782Z
oliela1,4408,58.5549,2025-04-27T17:52:55.782Z
whegul2,4409,58.5640,2025-04-27T17:52:55.782Z
bltfal1,4419,58.5731,2025-04-27T17:52:55.782Z
manwhi1,4420,58.5823,2025-04-27T17:52:55.782Z
olisis1,4430,58.5914,2025-04-27T17:52:55.782Z
bufpip1,4437,58.6005,2025-04-27T17:52:55.782Z
himmon1,4445,58.6097,2025-04-27T17:52:55.782Z
yebflo2,4451,58.6188,2025-04-27T17:52:55.782Z
brgpig1,4452,58.6279,2025-04-27T17:52:55.782Z
barfly1,4458,58.6371,2025-04-27T17:52:55.782Z
grbher2,4460,58.6462,2025-04-27T17:52:55.782Z
gilwhi1,4463,58.6553,2025-04-27T17:52:55.782Z
mamrob1,4468,58.6645,2025-04-27T17:52:55.782Z
hackin1,4474,58.6736,2025-04-27T17:52:55.782Z
whmbar1,4474,58.6827,2025-04-27T17:52:55.782Z
latdov1,4476,58.6919,2025-04-27T17:52:55.782Z
pinrob1,4479,58.7010,2025-04-27T17:52:55.782Z
pabfly2,4484,58.7101,2025-04-27T17:52:55.782Z
snocot1,4486,58.7193,2025-04-27T17:52:55.782Z
grytit1,4487,58.7284,2025-04-27T17:52:55.782Z
snopig1,4502,58.7376,2025-04-27T17:52:55.782Z
buvbul1,4502,58.7467,2025-04-27T17:52:55.782Z
bfqdov1,4512,58.7558,2025-04-27T17:52:55.782Z
menwar1,4523,58.7650,2025-04-27T17:52:55.782Z
pitpig1,4525,58.7741,2025-04-27T17:52:55.782Z
jerbaz1,4525,58.7832,2025-04-27T17:52:55.782Z
blksun1,4528,58.7924,2025-04-27T17:52:55.782Z
yecchl1,4532,58.8015,2025-04-27T17:52:55.782Z
gobrob1,4533,58.8106,2025-04-27T17:52:55.782Z
plhfin1,4536,58.8198,2025-04-27T17:52:55.782Z
rubant4,4538,58.8289,2025-04-27T17:52:55.782Z
pabspa1,4541,58.8380,2025-04-27T17:52:55.782Z
hilpri2,4550,58.8472,2025-04-27T17:52:55.782Z
soogra2,4550,58.8563,2025-04-27T17:52:55.782Z
blhlap1,4554,58.8654,2025-04-27T17:52:55.782Z
miowrw3,4557,58.8746,2025-04-27T17:52:55.782Z
moured1,4559,58.8837,2025-04-27T17:52:55.782Z
bbwqua1,4562,58.8928,2025-04-27T17:52:55.782Z
pihwar1,4564,58.9020,2025-04-27T17:52:55.782Z
retwhe2,4567,58.9111,2025-04-27T17:52:55.782Z
madcou1,4569,58.9203,2025-04-27T17:52:55.782Z
blhthr1,4569,58.9294,2025-04-27T17:52:55.782Z
dwacuc1,4574,58.9385,2025-04-27T17:52:55.782Z
whecon1,4577,58.9477,2025-04-27T17:52:55.782Z
latant1,4588,58.9568,2025-04-27T17:52:55.782Z
recflu1,4589,58.9659,2025-04-27T17:52:55.782Z
putcar1,4598,58.9751,2025-04-27T17:52:55.782Z
rutpuf3,4598,58.9842,2025-04-27T17:52:55.782Z
olispi1,4599,58.9933,2025-04-27T17:52:55.782Z
lanwar,4603,59.0025,2025-04-27T17:52:55.782Z
kebmot1,4606,59.0116,2025-04-27T17:52:55.782Z
stcant1,4606,59.0207,2025-04-27T17:52:55.782Z
bucmot1,4607,59.0299,2025-04-27T17:52:55.782Z
snopet1,4612,59.0390,2025-04-27T17:52:55.782Z
whswoo1,4619,59.0481,2025-04-27T17:52:55.782Z
